id,created_at,text,author_id,conversation_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,in_reply_to_user_id
1245776625083600904,2020-04-02T18:14:27.000Z,Projeto da UFPR faz vaquinha para expandir produção de protetores faciais hospitalares contra a Covid-19 https://t.co/XVwSKooSq8,23978439,1245776625083600904,14,1,43,0,
1245365780990119937,2020-04-01T15:01:54.000Z,UFPR participa da produção de máscaras de proteção ao Coronavírus em impressoras 3D https://t.co/mMGfBwBXq9,23978439,1245365780990119937,10,0,43,0,
1245179070964551680,2020-04-01T02:39:59.000Z,Estudante da UFPR cria ferramenta para mapear casos de coronavírus https://t.co/0Kxjl0GRED via @cbncuritiba,23978439,1245179070964551680,10,0,63,0,
1245074252593758210,2020-03-31T19:43:28.000Z,Coronavírus: Estádio do Coritiba será alojamento para profissionais do HC de Curitiba | Blog da Nadja | Globoesporte https://t.co/Wca0PAnh5R,23978439,1245074252593758210,30,1,135,2,
1244051357449031680,2020-03-28T23:58:51.000Z,Coronavírus: cientistas da UFPR dão 10 dicas para quem precisa ir ao supermercado - Bem Paraná https://t.co/Y0DiF1znLX,23978439,1244051357449031680,14,0,42,1,
1243923966026276866,2020-03-28T15:32:39.000Z,"Ida ao mercado, caminhada e imunidade: cientistas da UFPR respondem novas perguntas da sociedade sobre coronavírus https://t.co/BgdyU3vg0I",23978439,1243923966026276866,11,1,26,0,
1243711469507743747,2020-03-28T01:28:16.000Z,"Produção de máscaras de proteção para profissionais de saúde que estão na linha de frente do combate à Covid-19 pelos servidores e alunos do campus de Jandaia do Sul da UFPR 🎉❤

Juntos somos mais fortes! Sempre! 🤜🤛 https://t.co/33qcIbd7Eq",23978439,1243711469507743747,30,2,224,4,
1243636874444505101,2020-03-27T20:31:51.000Z,Saiba como enviar texto e vídeos sobre ações da UFPR de combate ao Coronavírus https://t.co/RUZ5GeUhok,23978439,1243636874444505101,1,0,6,0,
1243591452048924672,2020-03-27T17:31:21.000Z,Animais de estimação não adquirem Covid-19; tutores doentes não devem ter contato com humanos ou animais https://t.co/3BYGPX52oX,23978439,1243591452048924672,2,0,18,0,
1243588714225381378,2020-03-27T17:20:28.000Z,"Podcast “Fala, Cientista!” lança série especial sobre coronavírus https://t.co/q5tgl3CatF",23978439,1243588714225381378,6,0,29,2,
1243540656506757134,2020-03-27T14:09:31.000Z,Conheça Corin: UFPR lança robô que esclarece dúvidas e apresenta ações de combate aos Coronavírus   https://t.co/TxB32D8Weh,23978439,1243540656506757134,10,0,39,3,
1243244132761550849,2020-03-26T18:31:14.000Z,"Pandemia da Covid-19 ocasiona aumento de ciberataques, alertam especialistas https://t.co/h4AAAPp8av",23978439,1243244132761550849,5,0,15,0,
1242512822241804289,2020-03-24T18:05:16.000Z,Estudantes de Medicina da UFPR auxiliam rede de saúde no combate à dengue e ao Coronavírus https://t.co/tvMZ2etrVp,23978439,1242512822241804289,5,2,49,0,
1241929820566687744,2020-03-23T03:28:37.000Z,"Pra dormir com o coração quentinho❣

Os profissionais da saúde em plantão no Hospital de Clínicas da UFPR, por conta da Covid-19, receberam a doação de 30 pizzas da @supimpacasualfood.
E muito amor também 😊

É tempo de solidariedade, empatia e união❣ https://t.co/GUYvS3N7S6",23978439,1241929820566687744,257,11,1384,32,
1241539717264560135,2020-03-22T01:38:29.000Z,"Equipe treinada e equipada da UTI dedicada ao Covid-19 no Hospital de Clínicas da UFPR.

Muito orgulho e gratidão por vocês ❣ https://t.co/Kim3DveawQ",23978439,1241539717264560135,44,5,551,10,
1241093317544284165,2020-03-20T20:04:39.000Z,Cientistas da UFPR esclarecem dúvidas da sociedade sobre coronavírus https://t.co/j9RopQka0C,23978439,1241093317544284165,5,0,18,0,
1240644703118385153,2020-03-19T14:22:01.000Z,Caso suspeito no Setor Palotina da UFPR atesta negativo para Covid-19 https://t.co/gkWD3mpivZ,23978439,1240644703118385153,11,0,58,2,
1240026988397711362,2020-03-17T21:27:27.000Z,Transmissão comunitária do Coronavírus: o que é e por que preocupa https://t.co/7sluOXpqqk,23978439,1240026988397711362,4,0,11,0,
1240012577738031106,2020-03-17T20:30:11.000Z,Projeto de extensão da UFPR mapeia Coronavírus no estado do Paraná https://t.co/9wRZQtonw7,23978439,1240012577738031106,19,1,67,1,
1239983574482407429,2020-03-17T18:34:56.000Z,"Distanciamento social pode conter Coronavírus, alerta cientista da UFPR https://t.co/WzZWa2YzvC",23978439,1239983574482407429,18,1,44,1,
1239971178254454787,2020-03-17T17:45:41.000Z,Atividades de extensão e cultura da UFPR são afetadas devido a estado de alerta por coronavírus https://t.co/XiP0P1HWjl,23978439,1239971178254454787,1,0,16,0,
1239725035633414144,2020-03-17T01:27:36.000Z,"Acompanhe novo pronunciamento do reitor @ricardo_marcelo sobre os encaminhamentos adotados para enfrentamento do 
COVID-19 na universidade.
Vídeo na íntegra: https://t.co/af10aObCYe https://t.co/4MWz3qn96p",23978439,1239725035633414144,23,2,98,2,
1239265108527853568,2020-03-15T19:00:00.000Z,Acompanhe pronunciamento do reitor Ricardo Marcelo Fonseca sobre a suspensão das aulas da UFPR por conta do coronavirus. https://t.co/syKeNOoh6c,23978439,1239265108527853568,85,11,395,13,
1238611552837697539,2020-03-13T23:43:01.000Z,"Acompanhe o comunicado do reitor @ricardo_marcelo sobre a reunião de emergência desta tarde, em relação ao coronavírus no âmbito da universidade. https://t.co/nX90HZcbHn",23978439,1238611552837697539,57,5,244,9,
1238525537741668353,2020-03-13T18:01:13.000Z,"Acontece agora, reunião de emergência convocada pelo reitor com a Comissão de Acompanhamento e Controle de Propagação do Coronavírus, diretores de setor de todos os campi, pró-reitores e superintendentes, para avaliação das condições de enfrentamento do COVID-19 na instituição.",23978439,1238525537741668353,38,19,500,32,
1238467655624994816,2020-03-13T14:11:13.000Z,UFPR adota medidas de prevenção ao Coronavírus https://t.co/0zmDtKrfAv,23978439,1238467655624994816,17,8,69,2,
1238071687314358272,2020-03-12T11:57:47.000Z,UFPR cria comissão para acompanhar e prevenir Coronavírus https://t.co/KfbSOofAuq,23978439,1238071687314358272,5,0,49,1,
1237721904779268096,2020-03-11T12:47:52.000Z,MEC orienta comunidade acadêmica para prevenção contra o Coronavírus https://t.co/ODFhZKkW8M,23978439,1237721904779268096,3,0,11,0,
1235303927719092225,2020-03-04T20:39:41.000Z,Coronavírus: UFPR informa comunidade e alerta para prevenção https://t.co/4B2fnZKwD1,23978439,1235303927719092225,5,1,17,0,
