text,id,conversation_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,created_at,in_reply_to_user_id
"RT @BandNewsFMCtba: Todas as tartarugas encontradas mortas no litoral estavam com plástico no estômago, mostra estudo da UFPR https://t.co/…",1078731805463859200,1078731805463859200,12,0,0,0,23978439,2018-12-28T19:17:58.000Z,
@brunaberbeki 😏,1078369362258599936,1078338203084640256,0,6,25,1,23978439,2018-12-27T19:17:45.000Z,782217042422329344
RT @portalbemparana: Programa da UFPR oferece vagas gratuitas para sete idiomas; Inglês abre inscrições dia 21 de janeiro https://t.co/zKK3…,1078369289936220160,1078369289936220160,8,0,0,0,23978439,2018-12-27T19:17:28.000Z,
@shinebabieb Sendo preparado pra sair dia 11 de janeiro.,1078368711743025157,1078290446357536768,0,0,7,0,23978439,2018-12-27T19:15:10.000Z,2521136191
@felipebilham Qualquer uma das cores do nosso brasão 😎,1078368479143702529,1078367854527959040,0,1,14,0,23978439,2018-12-27T19:14:15.000Z,816077459556810752
"RT @ufrj: Que tal fazer uma visita virtual pelo Museu Nacional/UFRJ?
O passeio, disponível no Google Arts&amp;Culture, traz imagens em alta def…",1078315762924904448,1078315762924904448,103,0,0,0,23978439,2018-12-27T15:44:46.000Z,
@CXlXnX0 Oi 🙃,1078100024935006214,1078098291269795840,0,1,13,0,23978439,2018-12-27T01:27:30.000Z,3249007486
"@laucurbstomp Miga, pode aproveitar o recesso e as festas de fim de ano. Só sai dia 11 de janeiro 😉",1078092020420358149,1077912848758702080,1,0,16,1,23978439,2018-12-27T00:55:42.000Z,35273312
@srpablu UFPR,1078091556714881025,1077943619745656832,2,1,30,0,23978439,2018-12-27T00:53:51.000Z,903927104
@rvieira2012 Impossível. Só dia 11 mesmo.,1078089473525727233,1077967131784953856,0,1,1,0,23978439,2018-12-27T00:45:35.000Z,2997340155
Estudante de Medicina é convidada a participar de conferência na ONU e pede colaboração financeira para realizar esse sonho https://t.co/l7IakUXIpz,1076505112082874375,1076505112082874375,17,0,39,2,23978439,2018-12-22T15:49:53.000Z,
Programa oferece vagas gratuitas para sete idiomas; curso de Inglês abre inscrições dia 21 de janeiro https://t.co/MF6lXmRkeC,1076162512675061760,1076162512675061760,5,4,22,0,23978439,2018-12-21T17:08:31.000Z,
"UFPR alcança nota máxima no Índice Geral de Cursos do Inep; é a única do PR no grupo que reúne 1,6% das IES https://t.co/XXNvM1lTrY",1075873081565036545,1075873081565036545,13,1,49,3,23978439,2018-12-20T21:58:26.000Z,
Doutorando da UFPR desenvolve aplicativo para auxiliar no diagnóstico de diabetes gestacional https://t.co/CHBh4sX6JR https://t.co/JgSD4Vmzq9,1075841194423406593,1075841194423406593,4,0,12,0,23978439,2018-12-20T19:51:43.000Z,
@RicoSevilla Existe sim. Você pode retirar no NAA.,1075813083698946048,1075803008615759872,0,1,4,0,23978439,2018-12-20T18:00:01.000Z,200146420
"É hoje!! Aniversário da universidade mais antiga do Brasil!🎈🎈🎈
106 anos de MUITO ORGULHO!
PARABÉNS, UFPR!!! 🎉🎉🎉 https://t.co/oww10ZaZqZ",1075416257296502784,1075416257296502784,151,24,827,51,23978439,2018-12-19T15:43:10.000Z,
Novas bactérias desenvolvidas pela UFPR devem diminuir uso de fertilizantes nitrogenados e aumentar produtividade agrícola no Brasil https://t.co/agQRZZLtzx,1075148229484912641,1075148229484912641,10,0,51,4,23978439,2018-12-18T21:58:07.000Z,
Projeto da UFPR cria site de Exatas voltado para deficientes visuais! https://t.co/4sHb8AQeqD https://t.co/bR36qzPRTn,1075114443028209665,1075114443028209665,6,1,14,1,23978439,2018-12-18T19:43:52.000Z,
Biblioteca Nacional premia professor da UFPR por tradução de autobiografia de Goethe https://t.co/IMqevAZixO https://t.co/b3b8drFfoz,1075093307938795520,1075093307938795520,0,0,7,0,23978439,2018-12-18T18:19:53.000Z,
RT @Andifes: A Andifes está realizando o Seminário “70 anos da Declaração Universal dos Direitos Humanos e 30 Anos da Constituição Federal…,1075050670514933761,1075050670514933761,6,0,0,0,23978439,2018-12-18T15:30:27.000Z,
@insistimento 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,1073671923991801856,1073616931570229250,0,0,0,0,23978439,2018-12-14T20:11:49.000Z,14497146
Exercício aplicado no curso de Arquitetura e Urbanismo é premiado por inovação didática https://t.co/SFRO8aZsXM,1073658494274932736,1073658494274932736,1,0,6,0,23978439,2018-12-14T19:18:27.000Z,
Professores da UFPR vencem prêmio Capes com criação de jogo que simula gestão pública municipal! https://t.co/DudcLBAYun,1073290700568055808,1073290700568055808,2,1,9,0,23978439,2018-12-13T18:56:58.000Z,
"Universidade pública e gratuita: é pra mim, é pra você , é pra todo o Brasil! #EuDefendo
Campanha da @Andifes https://t.co/aSjsOybNE3",1073282089196445696,1073282089196445696,8,1,30,1,23978439,2018-12-13T18:22:45.000Z,
UFPR tem 97 projetos aprovados pela Chamada Universal do CNPq para apoio financeiro à pesquisa https://t.co/bMl8iO2veI https://t.co/AfjbXRar9m,1073278348837748736,1073278348837748736,1,1,15,0,23978439,2018-12-13T18:07:53.000Z,
ORGULHO! ♥️ Egressos de Arquitetura e Urbanismo vencem premiação internacional de melhor nova edificação do mundo https://t.co/mdb8Os3la4 https://t.co/tlgWT9x0q1,1072946705430183937,1072946705430183937,3,0,14,0,23978439,2018-12-12T20:10:03.000Z,
"@_mahibeiro venha, nenê",1072943699221454848,1072943236606558209,0,0,3,0,23978439,2018-12-12T19:58:06.000Z,1066486086317350918
@SchirleyVinci tenta a UFPR.,1072933666710532096,1072903402978455553,1,2,50,1,23978439,2018-12-12T19:18:14.000Z,267437071
Abertas as inscrições para curso de formação política para mulheres! https://t.co/OKa5Zeqj12 https://t.co/nSSdy9R7Hl,1072921627472654337,1072921627472654337,2,0,4,0,23978439,2018-12-12T18:30:24.000Z,
Vai ter pesquisa na UFPR sim! Vem ver os detalhes 👉 https://t.co/PqVney396z https://t.co/xCBedsF7aF,1072904116152750081,1072904116152750081,3,0,9,0,23978439,2018-12-12T17:20:49.000Z,
RT @CAPES_Oficial: No encerramento do XI Fórum Ordinário de Coordenadores UAB - I Workshop de Inovação da DED foram premiados os projetos c…,1072590046363086850,1072590046363086850,3,0,0,0,23978439,2018-12-11T20:32:49.000Z,
Projeto da UFPR é selecionado para torneio de tecnologia de Harvard e MIT! https://t.co/nQd27Zydwl https://t.co/5SKxc0whOL,1072574239465721856,1072574239465721856,5,0,26,0,23978439,2018-12-11T19:30:00.000Z,
Grupo de MPB da UFPR apresenta “A Cara do Brasil” neste final de semana! https://t.co/naZkkzS74W https://t.co/aKCA3bDHvO,1072569763522596864,1072569763522596864,1,0,1,0,23978439,2018-12-11T19:12:13.000Z,
RT @CAPES_Oficial: No encerramento do XI Fórum Ordinário de Coordenadores UAB - I Workshop de Inovação da DED foram premiados os projetos c…,1072559765228871680,1072559765228871680,3,0,0,0,23978439,2018-12-11T18:32:29.000Z,
Abertas as inscrições para curso de formação política para mulheres – até 14 de janeiro https://t.co/OKa5Zeqj12,1072558879630876677,1072558879630876677,1,0,4,0,23978439,2018-12-11T18:28:58.000Z,
Termina nesta quarta (12) o prazo para requisitar auxílio refeição emergencial durante o período de fechamento dos RUs https://t.co/kqlcrQmqvq,1072538401843367938,1072538401843367938,0,0,2,0,23978439,2018-12-11T17:07:36.000Z,
Tese de doutorado da UFPR é premiada no Congresso Brasileiro de Enfermagem https://t.co/ePxPCEPNmV,1072212019816906753,1072212019816906753,3,0,17,0,23978439,2018-12-10T19:30:40.000Z,
Acontece nesta terça (11) a eleição para escolha de representantes docentes no Coplad e representantes dos aposentados no Cepe https://t.co/6gXlUvs58J,1072177927113056256,1072177927113056256,1,0,3,0,23978439,2018-12-10T17:15:12.000Z,
"RT @rabonaflowers: ja montei minha arvore de natal

                         ⭐
                         eu
                      quero…",1071936956056133632,1071936956056133632,35,0,0,0,23978439,2018-12-10T01:17:40.000Z,
RT @dewetria: Um sonho chamado UFPR!,1071436746787819520,1071436746787819520,33,0,0,0,23978439,2018-12-08T16:10:01.000Z,
RT @Angie_tosoni: Pedi pro papai Noel uma vaga na Ufpr rsrs,1071225267962699777,1071225267962699777,36,0,0,0,23978439,2018-12-08T02:09:40.000Z,
"@__alyy Respeitar os animais é um dever de todos. Amá-los, um privilégio para poucos ❤",1071225158055157760,1071087603733184517,4,0,42,2,23978439,2018-12-08T02:09:14.000Z,73385931
SÓ ORGULHO! ♥️ UFPR tem 80% dos cursos avaliados como “excelente” ou “muito bom” pelo Guia do Estudante https://t.co/O1RJesgMXW https://t.co/MrsoGFTNJC,1071125076576268288,1071125076576268288,6,0,44,0,23978439,2018-12-07T19:31:33.000Z,
ÚLTIMOS DIAS! Prazo para estudantes avaliarem disciplinas e curso termina dia 09 de dezembro https://t.co/b4KTYrWtS2 https://t.co/yG49okodQU,1071114557236498432,1071114557236498432,1,0,3,0,23978439,2018-12-07T18:49:45.000Z,
UFPR realiza seminário inédito sobre Inglês como Meio de Instrução https://t.co/5qp3fN5iBU,1071109591541407746,1071109591541407746,1,0,3,0,23978439,2018-12-07T18:30:01.000Z,
"Diploma do primeiro negro formado médico pela UFPR, em 1945, é entregue ao reitor por cônsul do Senegal https://t.co/6TYckxXjcA",1071076802557370368,1071076802557370368,3,0,14,0,23978439,2018-12-07T16:19:44.000Z,
UFPR abre inscrições para concessão de auxílio refeição durante o período de fechamento dos RUs https://t.co/Y4TRHn4Hyj,1070770721960484864,1070770721960484864,2,0,9,0,23978439,2018-12-06T20:03:28.000Z,
@Fernandwood Tbm te amamos &lt;3 Vem logo pra cá!,1070766207270301702,1070764586024996864,0,0,0,0,23978439,2018-12-06T19:45:32.000Z,1054165144912171008
#NovaFotoDePerfil #UFPR106Anos ❤ https://t.co/SsckRIvfCm,1070764586024996864,1070764586024996864,5,0,135,1,23978439,2018-12-06T19:39:05.000Z,
Pesquisas da UFPR sobre código de cores para cegos e moda funcional para deficientes recebem prêmio de inclusão https://t.co/fPVxN3FmoO,1070754172163616768,1070754172163616768,2,0,5,1,23978439,2018-12-06T18:57:42.000Z,
"Setor de Ciências Biológicas da UFPR completa 80 anos! ♥️ Conheça as iniciativas, que contribuem para o desenvolvimento social e científico https://t.co/2qtwGWYaYC https://t.co/EqXXwTfqtK",1070397599239323650,1070397599239323650,2,0,41,2,23978439,2018-12-05T19:20:49.000Z,
Seminário inédito sobre Inglês como Meio de Instrução será transmitido ao vivo nesta sexta (7) https://t.co/ywD5GREMVU,1070382978101059584,1070382978101059584,1,0,1,0,23978439,2018-12-05T18:22:43.000Z,
Vamos ajudar! Projeto de extensão da UFPR lança financiamento coletivo para publicar livro de filosofia para crianças https://t.co/aCrwBgwMK2 https://t.co/ohAULkiIBJ,1070379176073588737,1070379176073588737,6,0,8,0,23978439,2018-12-05T18:07:36.000Z,
"RT @cpaufpr: Queridos Estudantes UFPR!
Atendendo a pedidos prorrogamos o prazo para vocês avaliarem seus Cursos e Disciplinas. 
Contem para…",1070002270237016067,1070002270237016067,2,0,0,0,23978439,2018-12-04T17:09:55.000Z,
Professor da Universidade de Ottawa fará palestra sobre o Canadá nesta terça (4)  https://t.co/EdMVyk04b3,1069996023328722944,1069996023328722944,0,0,4,0,23978439,2018-12-04T16:45:06.000Z,
RT @roberlayne_: 🎄 Árvore de Natal da Biblioteca de Ciências Humanas na Reitoria - @UFPR. Boniteza! https://t.co/9jcOj5aTTd,1069749758154153984,1069749758154153984,5,0,0,0,23978439,2018-12-04T00:26:31.000Z,
Escola sem partido será tema de debate no pátio da Reitoria nesta terça-feira (4) https://t.co/V7ddJnuGQc,1069683223180050440,1069683223180050440,5,0,24,1,23978439,2018-12-03T20:02:08.000Z,
@anauzinha 😍,1069675785362071557,1069641057510539265,0,0,1,0,23978439,2018-12-03T19:32:35.000Z,3765894375
"@UFSC @souzaperin Mais que amigas, friends",1069675197563895808,1069382975631081472,2,0,17,3,23978439,2018-12-03T19:30:15.000Z,28217357
"RT @CNPq_Oficial: Estudos internacionais, um deles contou com trabalhos do pesquisador Felix Sharipov da @UFPR, definiram uma nova unidade…",1069675094027448320,1069675094027448320,8,0,0,0,23978439,2018-12-03T19:29:50.000Z,
"RT @ACNURBrasil: @UFPR terá processo seletivo anual com 1⃣0⃣ vagas suplementares específicas para refugiados e imigrantes 🎓
https://t.co/ZQ…",1069675018504814592,1069675018504814592,3,0,0,0,23978439,2018-12-03T19:29:32.000Z,
@souzaperin Não tem problema. UFPR ❤ UFSC,1069558591475060737,1069382975631081472,1,1,29,0,23978439,2018-12-03T11:46:54.000Z,166152416
@_vitorbub @guidellinho Ora ora se não é a sua prova que está sendo corrigida neste exato momento aqui! Brinks! Tbm te amo &lt;3,1068589973161615360,1068580132724621314,0,1,4,0,23978439,2018-11-30T19:37:57.000Z,847511015457554432
Reitor Ricardo Marcelo assume vice-presidência do Instituto Latino Americano de Historia del Derecho https://t.co/nMRWRMuumz,1068588484187836416,1068588484187836416,1,0,8,0,23978439,2018-11-30T19:32:02.000Z,
"Avalie seu curso e suas disciplinas! Vamos construir uma Universidade cada vez melhor, juntos ♥️ https://t.co/b4KTYse5gC https://t.co/o8hXfdnwsq",1068558343638327298,1068558343638327298,2,0,7,0,23978439,2018-11-30T17:32:16.000Z,
UFPR vai comemorar seus 106 anos em solenidade no dia 19 de dezembro https://t.co/yNLVT7idnx,1068218303200538624,1068218303200538624,1,1,19,0,23978439,2018-11-29T19:01:04.000Z,
@liffeinvenus Aguenta sim,1067932910534180864,1067917198725955584,1,4,11,0,23978439,2018-11-29T00:07:01.000Z,478792051
Saldão de fim de ano da Editora da UFPR segue até 7 de dezembro https://t.co/TwZZcxMhkl,1067852877329240064,1067852877329240064,2,0,7,0,23978439,2018-11-28T18:49:00.000Z,
"Aqui, bb https://t.co/M95gaskY6K https://t.co/PL4uuC1Tg8",1067815737123852289,1067815737123852289,2,1,8,0,23978439,2018-11-28T16:21:25.000Z,
Estudante de graduação: avalie seu curso e as disciplinas do 2º semestre/2018 https://t.co/b4KTYse5gC,1067815468482945026,1067815468482945026,1,0,3,0,23978439,2018-11-28T16:20:21.000Z,
Professor da UFPR contribui para nova definição de unidade de temperatura internacional; livros didáticos de Física devem sofrer alterações https://t.co/1jzZ9TJ9Gv,1067745661469319169,1067745661469319169,6,0,52,2,23978439,2018-11-28T11:42:58.000Z,
RT @lutzz_: Duvido ter universidade mais bonita que a @UFPR https://t.co/o7le5t71oU,1067589742747881472,1067589742747881472,54,0,0,0,23978439,2018-11-28T01:23:24.000Z,
Agência Escola da UFPR é premiada em concurso nacional com produção de documentário sobre burocracia na pesquisa https://t.co/FfwY3egcHY,1067480677610897414,1067480677610897414,1,0,12,0,23978439,2018-11-27T18:10:01.000Z,
É amanhã! ♥️ Caravana PIC termina com festa no Sacod nesta quarta-feira (28)  https://t.co/WOSFawLank https://t.co/NS8aJBgrRY,1067452697480257542,1067452697480257542,0,0,6,0,23978439,2018-11-27T16:18:50.000Z,
@JHOSmasfalaDIOS Shippo,1067179224912543745,1067177177798582272,4,2,5,1,23978439,2018-11-26T22:12:09.000Z,1025476275002060800
🤔 https://t.co/vvZ7iK51J0,1067171917642309632,1067171917642309632,5,1,99,1,23978439,2018-11-26T21:43:06.000Z,
Divulgado o calendário acadêmico para o ano de 2019 https://t.co/W3hWsHvSaY,1067121714235097089,1067121714235097089,4,1,27,3,23978439,2018-11-26T18:23:37.000Z,
"Primeiro dia da segunda fase do vestibular tem 684 ausentes (5,5%) e clima de tranquilidade https://t.co/2oVPNhkgvZ",1066784123937845248,1066784123937845248,2,2,45,7,23978439,2018-11-25T20:02:09.000Z,
@Gustavorow Sim 😉,1066669976982032384,1066665954065739778,0,0,0,0,23978439,2018-11-25T12:28:34.000Z,192015644
"@whofaellw Não, a federal tá torcendo por vc 💪☘❤",1066662921114214400,1066662750640898048,1,1,2,0,23978439,2018-11-25T12:00:32.000Z,709027290408157185
@CWBEBE23 Força! Vai dar tudo certo! Boa prova! 💪☘❤,1066662587402727424,1066658829717434368,0,1,5,0,23978439,2018-11-25T11:59:13.000Z,1450172564
@Caroline6914 Tenho certeza disso. Vai lá e arrasa! ❤☘💪,1066661637321576448,1066661018355597312,0,1,1,0,23978439,2018-11-25T11:55:26.000Z,1066510058702471169
@natinitsch Aqui tbm ❤☘💪,1066660741414092802,1066657966529699841,0,1,22,0,23978439,2018-11-25T11:51:53.000Z,2865613838
"Que belo dia pra ARRASAR no vestibular, hãn?! Excelente prova a todos e todas!! É o sonho cada vez mais perto!  #partiu2afase #vemserufpr",1066658829717434368,1066658829717434368,55,5,264,22,23978439,2018-11-25T11:44:17.000Z,
RT @curitibagazeta: 2.ª fase do vestibular da UFPR começa no domingo (25); linhas de ônibus terão reforço - https://t.co/xUAER2CxfN https:/…,1066494339277340674,1066494339277340674,2,0,0,0,23978439,2018-11-25T00:50:39.000Z,
Inscrições para o SiSU serão realizadas de 22 a 25 de janeiro; UFPR ainda divulgará edital https://t.co/aZrrhkea3h,1066043652122779649,1066043652122779649,4,1,20,1,23978439,2018-11-23T18:59:47.000Z,
Turma de Medicina da UFPR comemora 50 anos de formatura https://t.co/1hinRwppKj,1066040554922889217,1066040554922889217,0,0,8,0,23978439,2018-11-23T18:47:29.000Z,
Reitor Ricardo Marcelo é homenageado pela Câmara Municipal de Curitiba com o Prêmio João Crisóstomo Arns https://t.co/1Oz8VTVky7,1066040045033975808,1066040045033975808,1,0,3,0,23978439,2018-11-23T18:45:27.000Z,
Enfrentamento à violência contra mulher é tema de fórum na UFPR Litoral https://t.co/eKqBvZFlt7,1065688893540962304,1065688893540962304,1,0,7,0,23978439,2018-11-22T19:30:06.000Z,
Alunos de Direito da UFPR vencem concurso nacional que simula sustentação oral no STF https://t.co/TU9J10u5sA,1065679446965932032,1065679446965932032,1,0,13,0,23978439,2018-11-22T18:52:34.000Z,
Professor da Universidade de Otawa fará palestra na UFPR sobre legislação canadense sobre drogas https://t.co/Y6UUeZnuhY,1065676186242744320,1065676186242744320,1,0,10,0,23978439,2018-11-22T18:39:36.000Z,
@thamiresdeSM As provas da 2ª fase sempre acontecem no domingo e na segunda-feira =),1065661800824360960,1065656439451062272,0,0,1,0,23978439,2018-11-22T17:42:27.000Z,283325412
@Fernandwood Esperamos vc no ano que vem (na torcida desde já) &lt;3,1065658209321537536,1065656439451062272,0,0,2,0,23978439,2018-11-22T17:28:10.000Z,1054165144912171008
"Revistas predatórias ameaçam sistema acadêmico brasileiro, alertam pesquisadores https://t.co/efGKc9TttS",1065657636484509696,1065657636484509696,2,0,2,0,23978439,2018-11-22T17:25:54.000Z,
12.340 candidatos fazem as provas da segunda fase do vestibular 2018/2019 no domingo e na segunda-feira https://t.co/ymRl7FsNC7,1065656439451062272,1065656439451062272,2,3,33,1,23978439,2018-11-22T17:21:08.000Z,
Primeiro Colóquio Nacional Direito e Política debate judicialização da política e politização da justiça https://t.co/6JG4VpQqCc,1065641315864592390,1065641315864592390,2,0,4,0,23978439,2018-11-22T16:21:03.000Z,
@saddboys2003 Assistir a filarmônica &gt;&gt;&gt;&gt; ir pra casa dormir,1065551931777658880,1065540800040316929,0,1,12,1,23978439,2018-11-22T10:25:52.000Z,4463538862
Reitor @ricardo_marcelo receberá homenagem na Câmara Municipal de Curitiba nesta quinta-feira https://t.co/wCAJYbiqCy,1065330171547475968,1065330171547475968,0,0,8,0,23978439,2018-11-21T19:44:40.000Z,
Núcleo de Concursos divulga ensalamento para segunda fase do Vestibular https://t.co/QZ6Wn5DITx,1065327381190189056,1065327381190189056,9,6,38,2,23978439,2018-11-21T19:33:35.000Z,
"@Ciceromfsena Saiu, Cícero! Clica aqui: https://t.co/1DyfR0WET3 😉",1065326679088873472,1065303307445518336,0,1,1,0,23978439,2018-11-21T19:30:47.000Z,902944937196572673
"@defenestradas *linda, perdão! 🤣",1065326206877425664,1065325830547611648,0,1,2,0,23978439,2018-11-21T19:28:55.000Z,3654148402
"@markmygoals Caaalma! Saiu já, só entrar aqui: https://t.co/1DyfR0WET3 😉",1065326013637378049,1065247488867733505,1,1,1,0,23978439,2018-11-21T19:28:09.000Z,882818827
"@b3lzits Oi, Bel! Acabou de sair! Entra aqui, ó: https://t.co/1DyfR0WET3",1065325541182644225,1065307511698452481,0,0,0,0,23978439,2018-11-21T19:26:16.000Z,2495739009
"@insistimento Não tá incomodando não! Acabou de sair, só entrar aqui: https://t.co/1DyfR0WET3 😉",1065325278686253057,1065303307445518336,0,0,1,0,23978439,2018-11-21T19:25:13.000Z,14497146
"@defenestradas Oi, lindo! O comprovante de ensalamento já tá disponível! Só entrar aqui: https://t.co/1DyfR0WET3😉",1065324911105843202,1065312531776978946,0,0,2,1,23978439,2018-11-21T19:23:46.000Z,3654148402
"Seminário na UFPR avaliará legado de Chico Mendes, 30 anos após seu assassinato https://t.co/7v8OAh9TNn",1065303307445518336,1065303307445518336,2,1,7,1,23978439,2018-11-21T17:57:55.000Z,
Cerimônia de premiação da Olimpíada Paranaense de Matemática acontece dia 29 https://t.co/EDC69VUlEV,1065296737982709760,1065296737982709760,0,0,4,0,23978439,2018-11-21T17:31:49.000Z,
"@nanasalamone Sai hoje, mas sem previsão de horário. Assim que o NC publicar, vamos divulgar ;)",1065286304026509318,1065278706669764608,0,1,2,0,23978439,2018-11-21T16:50:21.000Z,2683647701
"@whofaellw Sai hoje, bb (vamos divulgar assim que o NC publicar)",1065286164658176000,1065280191604379654,1,0,8,1,23978439,2018-11-21T16:49:48.000Z,709027290408157185
Projeto do Centro de Estudos do Mar da UFPR realizará expedições ao ambiente subantártico https://t.co/v3X7rDjh9q,1065284798560780289,1065284798560780289,2,0,8,1,23978439,2018-11-21T16:44:22.000Z,
"UFPR faz homenagem a Enedina Marques, primeira engenheira negra do Brasil https://t.co/KBNa0BLwQt",1064941855949971456,1064941855949971456,5,1,52,3,23978439,2018-11-20T18:01:38.000Z,
Turma de Engenharia Florestal de 1968 comemora Jubileu de Ouro https://t.co/LOP4YOJ1zm,1064603812722294785,1064603812722294785,0,1,2,0,23978439,2018-11-19T19:38:22.000Z,
Toma posse a nova direção do Setor de Educação Profissional e Tecnológica https://t.co/wM4y1FZzT4,1064601389387735043,1064601389387735043,0,0,7,1,23978439,2018-11-19T19:28:45.000Z,
Representante da UFPR é eleito no Conselho Federal de Engenharia e Agronomia https://t.co/6occXuRvBp,1064585065676660736,1064585065676660736,0,1,9,0,23978439,2018-11-19T18:23:53.000Z,
Estudante de graduação: avalie seu curso e as disciplinas do 2º semestre/2018 https://t.co/b4KTYse5gC,1064573729487941638,1064573729487941638,1,1,1,0,23978439,2018-11-19T17:38:50.000Z,
RT @Andifes: Ainda não fez a sua inscrição para o Prêmio Andifes de Jornalismo? Então não perca tempo! Acesse: https://t.co/lbxCII4EEF http…,1064560496072888320,1064560496072888320,2,0,0,0,23978439,2018-11-19T16:46:15.000Z,
@ppatiribeiro sai dia 21!!,1064560223933931526,1064550617199374338,0,0,0,0,23978439,2018-11-19T16:45:10.000Z,262291337
Grupo de Foguetes da UFPR é campeão em seu primeiro lançamento fora do Paraná https://t.co/k2L1MNl3E2,1064560131353047044,1064560131353047044,1,0,23,0,23978439,2018-11-19T16:44:48.000Z,
16º Jogarta acontece neste fim de semana; programação integra mês da Consciência Negra da UFPR https://t.co/SAFPnJM5sG,1063080068963016707,1063080068963016707,0,0,4,0,23978439,2018-11-15T14:43:34.000Z,
Teatro da Reitoria recebe evento em homenagem aos 110 anos da Umbanda – 18 de novembro https://t.co/nkstDxW1JH,1063079946875211776,1063079946875211776,2,0,9,0,23978439,2018-11-15T14:43:05.000Z,
"No Dia da Consciência Negra, UFPR homenageará a primeira engenheira negra do Brasil https://t.co/Ev0ZDOXEVj",1062784441704239105,1062784441704239105,3,0,25,1,23978439,2018-11-14T19:08:51.000Z,
"RT @ACNURBrasil: 👩🏿‍🎓👨🏽‍🎓👩🏻‍🎓👨🏿‍🎓👩🏼‍🎓👨🏾‍🎓👩🏽‍🎓👨🏻‍🎓👩🏾‍🎓👨🏼‍🎓
@UFPR terá processo seletivo anual com 10 vagas suplementares específicas para re…",1062752795625963520,1062752795625963520,15,0,0,0,23978439,2018-11-14T17:03:06.000Z,
Projeto CoolabBici recebe inscrições para empréstimo de bicicletas no período de férias https://t.co/wHg7XKROhW,1062747042823487488,1062747042823487488,1,0,1,0,23978439,2018-11-14T16:40:14.000Z,
Pós-graduação em Engenharia de Alimentos oferece vagas de mestrado e doutorado https://t.co/IkjYmGUzGe,1062692466195922944,1062692466195922944,2,0,11,2,23978439,2018-11-14T13:03:22.000Z,
"@imnotmatheus @voabiagem @dovregubben__ Não é  clone/fake. O reitor @ricardo_marcelo tem 2 perfis no facebook, sim 😉",1062691986765963264,1062479952862437377,0,1,1,0,23978439,2018-11-14T13:01:28.000Z,948969030215458816
"Orgulho que fala, né?! 😍 
Ranking de universidades globais aponta a UFPR como a 24ª melhor da América Latina https://t.co/Eo7eiNmPWN",1062423874002915328,1062423874002915328,12,1,60,2,23978439,2018-11-13T19:16:05.000Z,
Estudante de graduação: avalie seu curso e as disciplinas do 2º semestre/2018 https://t.co/b4KTYse5gC,1062419648463933440,1062419648463933440,2,0,4,0,23978439,2018-11-13T18:59:17.000Z,
@gabriel_itunes @LuqLaio 😉https://t.co/BjoAX9rTtB,1062329750453190657,1062302674769600512,0,1,1,0,23978439,2018-11-13T13:02:04.000Z,583838045
Reitoria estabelece recesso nos dias 16 e 17 de novembro https://t.co/BjoAX9rTtB,1062327817067810816,1062327817067810816,1,1,12,7,23978439,2018-11-13T12:54:23.000Z,
@guicmsilva Aqui https://t.co/BjoAX9rTtB,1062327644195299328,1062301297473449985,0,1,4,0,23978439,2018-11-13T12:53:42.000Z,383471851
RT @felipe_depaula: Se tem uma coisa que admiro é perfil institucional que trabalha pra valer. Muito legal o @UFPR respondendo a galera até…,1062290317561528320,1062290317561528320,2,0,0,0,23978439,2018-11-13T10:25:22.000Z,
@Henrique_SiIva Ame o @ricardo_marcelo tbm ;),1062167029187207168,1062066114346262528,0,1,1,0,23978439,2018-11-13T02:15:28.000Z,167978902
@Henrique_SiIva https://t.co/5bmVzDBNz7,1062165626876280832,1062066114346262528,11,2,52,13,23978439,2018-11-13T02:09:54.000Z,167978902
Editora UFPR promove saldão de fim de ano com livros por R$ 5 https://t.co/BSuPg9qpzy,1062050194190225410,1062050194190225410,4,0,16,1,23978439,2018-11-12T18:31:12.000Z,
UFPR terá processo seletivo anual com dez vagas suplementares específicas para migrantes e refugiados https://t.co/KsUGNQK7W9,1062017067531034629,1062017067531034629,12,0,53,3,23978439,2018-11-12T16:19:34.000Z,
"@UFSC @UnipampaOficial @maspqana @unioestefbe Conta com a nossa torcida também, Ana! 😉♥️",1060285603189800966,1059823632812249091,1,1,3,1,23978439,2018-11-07T21:39:21.000Z,28217357
"Simpósio de Literatura Negra Ibero-Americana abre mês de celebração à consciência negra.
O evento é só o primeiro da programação, repleta de atividades para homenagear a data! ♥️ https://t.co/0Wb4dqwsJm https://t.co/mhQ1qSRCEc",1060269810175672327,1060269810175672327,0,0,10,0,23978439,2018-11-07T20:36:36.000Z,
Pesquisadores da UFPR publicam estudo sobre câncer na revista norte-americana Science (@sciencemagazine)! https://t.co/8IDAVqZG3z,1060213966390157312,1060213966390157312,2,0,28,1,23978439,2018-11-07T16:54:42.000Z,
@arthurdocru depois das 18h!,1059528649370673158,1059525417445613569,0,4,18,0,23978439,2018-11-05T19:31:29.000Z,3220223721
Cursinho solidário abre inscrições para aprovados em Direito na primeira fase do vestibular https://t.co/gbXaDXMEga,1059528481179136002,1059528481179136002,6,3,27,0,23978439,2018-11-05T19:30:49.000Z,
