text,id,conversation_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,created_at,in_reply_to_user_id
Novo prazo para inscrições em oficinas do Festival de Inverno da UFPR vai até dia 9 de julho https://t.co/R7GGXKW5Y1,1014555041737445377,1014555041737445377,2,0,0,0,23978439,2018-07-04T17:02:26.000Z,
Funpar abre seleção para contratação de cinco profissionais da área de comunicação https://t.co/FeL5FoMtpa,1014245932773277696,1014245932773277696,5,0,4,0,23978439,2018-07-03T20:34:08.000Z,
UFPR terá Polo de Educação a Distância no município de Terra Roxa https://t.co/LoeCnkwpHe,1013859026969513986,1013859026969513986,2,0,8,0,23978439,2018-07-02T18:56:43.000Z,
UFPR vai distribuir 2.500 mudas de araucária na praça Santos Andrade https://t.co/VlLvrWgwZo,1013844909386846208,1013844909386846208,5,0,11,0,23978439,2018-07-02T18:00:37.000Z,
28º Festival de Inverno da UFPR divulga programação https://t.co/kuStexYFBS,1012800999185100800,1012800999185100800,1,0,3,0,23978439,2018-06-29T20:52:29.000Z,
UFPR garante suporte institucional a pesquisadores na busca por recursos para internacionalização https://t.co/vKgV3gUlAb,1012800284249214978,1012800284249214978,0,1,2,0,23978439,2018-06-29T20:49:39.000Z,
Museu de Artes da UFPR oferecerá visitas educativas para grupos no mês de julho https://t.co/1tqTsKxVAm,1012800200790945796,1012800200790945796,1,0,2,0,23978439,2018-06-29T20:49:19.000Z,
Cursinho gratuito para redação do Enem abre inscrições https://t.co/LRldu35hbb,1012792330653519874,1012792330653519874,6,0,7,0,23978439,2018-06-29T20:18:03.000Z,
Intercampi terá ponto próximo à nova sede da PRAE a partir de segunda-feira (02) https://t.co/6OZiHCR6JE,1012790465505234944,1012790465505234944,1,0,2,0,23978439,2018-06-29T20:10:38.000Z,
"UFPR desenvolve equipamento revolucionário para diagnóstico e acompanhamento de câncer de mama, diabetes e doenças cardiovasculares https://t.co/nW7K1bwi2U",1012779679726653442,1012779679726653442,6,0,4,2,23978439,2018-06-29T19:27:46.000Z,
RT @Andifes: Repasses do MEC para universidades federais chegam ao menor patamar em sete anos https://t.co/AH5HnWHh40,1012778005196918789,1012778005196918789,6,0,0,0,23978439,2018-06-29T19:21:07.000Z,
Tese de doutorado da UFPR vira livro e é publicada na Inglaterra https://t.co/XngNaN5nST,1012777889392193536,1012777889392193536,3,0,6,0,23978439,2018-06-29T19:20:39.000Z,
Estudante de Engenharia Elétrica da UFPR participa de campeonato mundial de Pentatlo Moderno na Hungria https://t.co/8aIooI5hX6,1012422403073478657,1012422403073478657,2,0,8,0,23978439,2018-06-28T19:48:05.000Z,
"Paulo Vinícius Baptista é empossado superintendente de Inclusão, Políticas Afirmativas e Diversidade https://t.co/2vXPj3NE49",1012388615660494848,1012388615660494848,0,0,1,0,23978439,2018-06-28T17:33:49.000Z,
Revista Cogitare Enfermagem é indexada à base internacional Scopus https://t.co/lgHUz8ROPK,1011711945953677313,1011711945953677313,1,0,1,0,23978439,2018-06-26T20:44:59.000Z,
"Pioneira em políticas de inclusão, UFPR dá um passo adiante com instalação de superintendência da área, nesta quinta-feira https://t.co/c3UIk1KI8k",1011707375882031108,1011707375882031108,2,0,5,0,23978439,2018-06-26T20:26:49.000Z,
Levantamento sobre clima escolar feito pela UFPR ajuda escolas a planejar ações contra o bullying e a insegurança https://t.co/RyC5vWIbcL,1011706235056541698,1011706235056541698,1,0,3,1,23978439,2018-06-26T20:22:17.000Z,
Aberto prazo de inscrições para revalidação de diplomas expedidos no exterior https://t.co/OjGgH3Bbnj,1011691580506427392,1011691580506427392,2,0,2,0,23978439,2018-06-26T19:24:03.000Z,
UFPR lança concurso interno de fotografia para celebrar os 60 anos do Complexo da Reitoria https://t.co/nj0xw2mxdh,1011690913603735557,1011690913603735557,1,0,3,0,23978439,2018-06-26T19:21:24.000Z,
Campus Rebouças da UFPR é oficialmente instalado em Curitiba https://t.co/QKXSRHsv8K,1011318126351405056,1011318126351405056,4,0,16,1,23978439,2018-06-25T18:40:05.000Z,
Cepe aprova resoluções que alteram aspectos no vestibular e no SiSU; três cursos modificam número de vagas https://t.co/meMl0rTkM1,1011297576807780352,1011297576807780352,1,0,2,0,23978439,2018-06-25T17:18:25.000Z,
"UFPR Pensando o Brasil promove debate sobre maio de 68 na terça-feira, dia 26 https://t.co/yo9OaALLLd",1010272530152771584,1010272530152771584,1,0,3,0,23978439,2018-06-22T21:25:15.000Z,
Abertas as inscrições para oficinas do Festival de Inverno da UFPR https://t.co/tV58LVXMsi,1010245394675191819,1010245394675191819,2,0,4,0,23978439,2018-06-22T19:37:26.000Z,
@begabrielaff https://t.co/0BsTAkFrQe,1009948454880235527,1009800552576897024,0,2,2,0,23978439,2018-06-21T23:57:30.000Z,770669244925304832
Reitoria e sindicato fecham acordo que garante ganho sem precedentes para trabalhadores da Funpar que atuam no HC https://t.co/lfq7NiBkQt,1009896683189293057,1009896683189293057,0,0,1,0,23978439,2018-06-21T20:31:46.000Z,
Empresas Juniores da UFPR oferecem serviços em Curitiba e no interior do Paraná https://t.co/g1Nuc90ZEL,1009870820003516417,1009870820003516417,4,0,3,1,23978439,2018-06-21T18:49:00.000Z,
Agência UFPR Internacional divulga edital de seleção para intercâmbio na Polônia https://t.co/yWcf2DX5pm,1009861043387097088,1009861043387097088,1,0,6,0,23978439,2018-06-21T18:10:09.000Z,
Cooperação técnica permite que estudantes realizem ações de promoção da saúde animal https://t.co/qOdme5YBSH,1009507535999684613,1009507535999684613,0,0,5,0,23978439,2018-06-20T18:45:26.000Z,
"Com recursos próprios, UFPR lança três editais de fomento à pesquisa https://t.co/WhtyiPM2Kv",1009506278601822209,1009506278601822209,1,0,6,0,23978439,2018-06-20T18:40:27.000Z,
MCTIC vai apoiar participação de estudantes da UFPR em competição internacional https://t.co/xzyhFUlE7k,1009497319199461378,1009497319199461378,1,0,6,1,23978439,2018-06-20T18:04:51.000Z,
Estudantes da UFPR desenvolvem softwares para espaço do Jardim Botânico de Curitiba https://t.co/xsPOpwVy03,1009489393927802884,1009489393927802884,0,0,5,0,23978439,2018-06-20T17:33:21.000Z,
@danilovidals A gravação está disponível em https://t.co/LU2kWA6gOi,1009488121237471234,1009444307470880768,0,0,1,0,23978439,2018-06-20T17:28:18.000Z,293834705
"Em palestra na UFPR, sobrevivente do Holocausto pede vigilância em defesa da democracia e dos direitos humanos https://t.co/B21s1ieuoS",1009443011770703872,1009443011770703872,2,1,18,1,23978439,2018-06-20T14:29:03.000Z,
UFPR Pensando o Brasil promove debate sobre maio de 68 no dia 26 https://t.co/yo9OaALLLd,1009146247716986882,1009146247716986882,1,0,6,0,23978439,2018-06-19T18:49:49.000Z,
Inscrições para mestrado e doutorado em Engenharia de Alimentos estão abertas até 8 de julho https://t.co/86EU488aBS,1008806908130623491,1008806908130623491,1,0,10,0,23978439,2018-06-18T20:21:24.000Z,
"Estratégica para internacionalização, cotutela garante titulação por universidades estrangeiras https://t.co/yKJBq69Sys",1008806824143974400,1008806824143974400,0,0,4,0,23978439,2018-06-18T20:21:04.000Z,
PROEC lança calendário de caravana aos setores da UFPR nesta quinta-feira (21); ação reunirá informações para o Plano Institucional de Cultura https://t.co/Oam0eKYZGq,1008782780015239169,1008782780015239169,0,0,4,0,23978439,2018-06-18T18:45:31.000Z,
@skaystorm Dia 03/09 ;),1008776664086667264,1008769597821063168,0,0,0,0,23978439,2018-06-18T18:21:13.000Z,940355589208707072
"PROVAR 2018/2019: divulgadas datas provisórias dos editais, que serão lançados no segundo semestre https://t.co/JhL4kphPVy",1008769597821063168,1008769597821063168,2,2,8,1,23978439,2018-06-18T17:53:08.000Z,
Estudantes da graduação têm até dia 20 de julho para avaliar disciplinas https://t.co/1I7UBHsgTp,1008768231308496903,1008768231308496903,1,0,2,1,23978439,2018-06-18T17:47:43.000Z,
Estudantes da graduação têm até dia 20 de julho para avaliar disciplinas https://t.co/1I7UBHsgTp,1007722349641248768,1007722349641248768,1,0,4,1,23978439,2018-06-15T20:31:45.000Z,
@brunalourenco 😍,1007715946511953927,1007713402205196289,0,0,0,0,23978439,2018-06-15T20:06:18.000Z,40927771
"@liverpoolvibes Sim, a única amiga viva, com 90 anos =)",1007691689190940677,1007691059781128204,0,0,1,0,23978439,2018-06-15T18:29:55.000Z,1452043800
Universidade Aberta da Maturidade conclui atividades da sexta turma https://t.co/Ya7wPHla8k,1007690302734430208,1007690302734430208,1,0,4,0,23978439,2018-06-15T18:24:24.000Z,
"Sobrevivente do Holocausto, Nannete Blitz Konig, realizará palestra em Curitiba na terça-feira (19); evento será transmitido pela UFPR TV https://t.co/J6tudpoH2k",1007690249001152513,1007690249001152513,4,0,12,1,23978439,2018-06-15T18:24:11.000Z,
CRES 2018 termina com leitura de declaração e assinatura de convênio de reconhecimento acadêmico com Universidad de Córdoba https://t.co/PzegQLS2EG,1007690174615248896,1007690174615248896,1,0,2,0,23978439,2018-06-15T18:23:54.000Z,
