id,text,author_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,in_reply_to_user_id
1171162595300188160,@jeancolodeDeus https://t.co/p7rRHvxGsd,23978439,2019-09-09T20:44:56.000Z,0,0,0,0,1171140477573304324,65955141
1171162572420239360,@JorgeDa42918171 @btscutie_ @AbrahamWeint https://t.co/p7rRHvxGsd,23978439,2019-09-09T20:44:51.000Z,0,1,0,0,1171119967376433152,1170959101242855425
1171162551499087872,@RosicleaS @Athiabalba @AbrahamWeint @SF_Moro https://t.co/p7rRHvxGsd,23978439,2019-09-09T20:44:46.000Z,0,1,0,0,1171074111113715712,351073712
1171162514454908929,@OCerebro__ @LivreUff @MEC_Comunicacao @AbrahamWeint https://t.co/p7rRHvxGsd,23978439,2019-09-09T20:44:37.000Z,1,3,6,0,1171064039310577665,707917888196374528
1171162463112433676,@kleiberteles https://t.co/p7rRHvxGsd,23978439,2019-09-09T20:44:25.000Z,0,1,2,0,1171146822846492674,287300888
1171162330631155714,@mauhome7 @ManuelaDavila @mariadorosario @jandira_feghali @gleisi @jeanwyllys_real @mariellefranco https://t.co/p7rRHvxGsd,23978439,2019-09-09T20:43:53.000Z,0,0,0,0,1171159175101128704,1378232372
1171159073275949056,"@Athiabalba @AbrahamWeint A UFPR é contra qualquer tipo de trote violento ou abusivo 
https://t.co/p7rRHvxGsd",23978439,2019-09-09T20:30:56.000Z,0,0,5,1,1171074111113715712,169971421
1171158397930168320,"A UFPR é contra qualquer tipo de trote violento ou abusivo
https://t.co/p7rRHvxGsd",23978439,2019-09-09T20:28:15.000Z,2,0,28,1,1171158397930168320,
1171157759548637184,@LivreUff Veja como é o trote na UFPR @AbrahamWeint @MEC_Comunicacao https://t.co/kBXIaKD6iA,23978439,2019-09-09T20:25:43.000Z,4,4,30,5,1171064039310577665,1130872694793265152
1170846174410170370,"@jgscoimbra @whindersson Ele merece o café, @whindersson",23978439,2019-09-08T23:47:35.000Z,0,1,9,0,1170841941392666629,2327281136
1170441183010709511,"RT @ufrj: 7 de setembro de 2019
Hoje a UFRJ completa 99 anos. Nas marcas do tempo, nos mantivemos firmes em nossos valores: ensino, pesquis…",23978439,2019-09-07T20:58:18.000Z,750,0,0,0,1170441183010709511,
1170332016178585600,RT @NathanHellmann: Se não fosse com a faixa nem iria querer foto @UFPR . #CivilUfpr https://t.co/Jmiow8L8Td,23978439,2019-09-07T13:44:31.000Z,14,0,0,0,1170332016178585600,
1169688418801999872,Filme de estudante da UFPR é premiado no Festival de Cinema de Gramado e tem exibição gratuita em Curitiba https://t.co/hm6jkwjKxG,23978439,2019-09-05T19:07:05.000Z,5,0,36,1,1169688418801999872,
1169684693781901312,Laboratório de Ecologia e Conservação da UFPR atende lobo-marinho encalhado em Pontal do Sul https://t.co/wv386vpFUj,23978439,2019-09-05T18:52:17.000Z,4,0,19,0,1169684693781901312,
1169360876970946562,RT @NicoleLecheta1: eu lembro que ano passado eu tava louca por causa do vestibular da @UFPR... pra galera que vai fazer só relaxem que vai…,23978439,2019-09-04T21:25:33.000Z,7,0,0,0,1169360876970946562,
1169327741654720514,RT @Curitiba_PMC: 📚 Clubes da Leitura Vestibulando ajudam candidatos a se prepararem para o vestibular da UFPR https://t.co/1iemsY9mHO,23978439,2019-09-04T19:13:53.000Z,6,0,0,0,1169327741654720514,
1169299887181221889,"Professor da UFPR receberá Prêmio Lifetime Achievement em Inovação, Tecnologia e Empreendedorismo https://t.co/1h0RnTZ9c8",23978439,2019-09-04T17:23:12.000Z,0,0,18,0,1169299887181221889,
1169286359430959105,UFPR divulga programação da “Temporada Amarela” no mês de prevenção ao suicídio https://t.co/SPTFv5THXp,23978439,2019-09-04T16:29:27.000Z,5,0,9,0,1169286359430959105,
1169282682649501696,Professora da UFPR lança livro infantil na Bienal do Livro Rio https://t.co/KvYoAWRsGe,23978439,2019-09-04T16:14:50.000Z,2,0,17,1,1169282682649501696,
1169228117124308994,"RT @fairplanet: @UFPR, the oldest Brazilian university, has reached a critical financial status, and may not be able to resume activity in…",23978439,2019-09-04T12:38:00.000Z,33,0,0,0,1169228117124308994,
1169030017201913857,Façam como a Fran ❤ https://t.co/gMcLs4HFoj,23978439,2019-09-03T23:30:50.000Z,4,1,26,0,1169030017201913857,
1169003671159525376,"RT @camisbueno: Ouçam isso aqui, é mandatório se você estuda na UFPR (só meia horinha). 
É um podcast da agência escola da UFPR, tocado por…",23978439,2019-09-03T21:46:08.000Z,6,0,0,0,1169003671159525376,
1168966142343503878,"RT @fcccuritiba: Alô, alô, vestibulando! 👓📘

O Clube de Leitura do Vestibulando tem encontros gratuitos programados para os dias 05, 06 e 1…",23978439,2019-09-03T19:17:01.000Z,6,0,0,0,1168966142343503878,
1168534889706196992,Pesquisador da UFPR recebe prêmio de ecologia e ambientalismo da Câmara Municipal de Curitiba https://t.co/Uyq5ByBbFF,23978439,2019-09-02T14:43:22.000Z,3,0,23,1,1168534889706196992,
1168267812089061383,"RT @_vestibulei: Qual universidade é o sonho de vcs???
A minha: @UFPR ❤ https://t.co/3YziSRBJrn",23978439,2019-09-01T21:02:06.000Z,14,0,0,0,1168267812089061383,
1167529834924388352,Agência UFPR Internacional seleciona alunos da graduação  para programa de mobilidade; inscrições até 22/09 https://t.co/HeSyXIZHsB,23978439,2019-08-30T20:09:38.000Z,3,0,5,1,1167529834924388352,
1167496922543865856,@Vi__Fernanda Faz.,23978439,2019-08-30T17:58:52.000Z,0,0,8,1,1167457789423345664,1038429572814045185
1167495546619224064,"Em setembro, Festival UFPR abre as portas da universidade para a comunidade e tem atrações para todos os públicos https://t.co/SLcTnlZDMZ",23978439,2019-08-30T17:53:23.000Z,5,0,16,1,1167495546619224064,
1167206093166120960,@joaomanfroi Eu descobri.,23978439,2019-08-29T22:43:12.000Z,1,1,11,0,1167204676619649029,3044776912
1167147824988991488,UFPR sedia programação da 18ª Jornada de Agroecologia a partir desta quinta-feira (29); confira as atrações https://t.co/ngXNHz7ws0,23978439,2019-08-29T18:51:40.000Z,2,0,9,0,1167147824988991488,
1167146075850969088,"Em moção, UFPR defende ciência brasileira e CNPq https://t.co/A8Ub98dlAQ",23978439,2019-08-29T18:44:43.000Z,8,0,30,0,1167146075850969088,
1167138138701144065,"UFPR é décima melhor universidade brasileira e a oitava que produz mais pesquisa, segundo ranking CWUR https://t.co/bqYcwDMYNg",23978439,2019-08-29T18:13:11.000Z,13,0,58,1,1167138138701144065,
1166809123322814465,"Conheça a história de Maiker, estudante migrante que cursa Odontologia na UFPR https://t.co/bE2iWTnsLX",23978439,2019-08-28T20:25:47.000Z,3,0,7,0,1166809123322814465,
1166738368958476288,"RT @LwithP: na moral

uma das maiores felicidades do universitário é chegar no ru

fazer AQUELE pratão de arroz com feijão

a saladinha do…",23978439,2019-08-28T15:44:38.000Z,71,0,0,0,1166738368958476288,
1166453134794940419,Conselho Universitário da UFPR rejeita Programa Future-se https://t.co/9O1ZavEEwB,23978439,2019-08-27T20:51:13.000Z,49,4,168,11,1166453134794940419,
1165987045334028288,RT @bolinhaprov: algum antropólogo podia estudar o pq da fixação dos estudantes da ufpr com EDY LEMOND - MADAGASCAR,23978439,2019-08-26T13:59:09.000Z,43,0,0,0,1165987045334028288,
1165731478648606726,RT @unwae: fim de feira hoje nois tava como: https://t.co/7k7MgxM0IR,23978439,2019-08-25T21:03:37.000Z,17,0,0,0,1165731478648606726,
1165731242488320000,"RT @_gabimrn: depois dessa feira eu to ainda mais apaixonada pela UFPR e por comunicação, q evento meus amigos 🥰❤️",23978439,2019-08-25T21:02:41.000Z,6,0,0,0,1165731242488320000,
1165655931520200705,RT @beajfurlan: Olha o timasssso que tivemos para falar do @cptufpr na feira de cursos da @UFPR edição 2019! Divulgamos muita interdiscipli…,23978439,2019-08-25T16:03:25.000Z,2,0,0,0,1165655931520200705,
1165319984916115456,RT @lezinhaSantos__: fui na feira de profissões da UFPR hoje e confirmei o que quero fazer 🥰😍,23978439,2019-08-24T17:48:29.000Z,2,0,0,0,1165319984916115456,
1165287947446423552,"RT @rpcparana: Feira de Profissões da UFPR é neste final de semana, em Piraquara 👉 Cada profissão tem um estande com as principais informaç…",23978439,2019-08-24T15:41:11.000Z,3,0,0,0,1165287947446423552,
1165074211582500864,@ztuerkig 🤭,23978439,2019-08-24T01:31:52.000Z,0,0,3,0,1165072984450772993,4095333022
1165062806007418881,@Maaaaaaagnus Está contratada para estágio não remunerado nas redes sociais da UFPR 🙃,23978439,2019-08-24T00:46:33.000Z,0,1,14,0,1165061521585651714,977351559251185664
1165045982314319872,@lianarzekac @Nick_Biank https://t.co/e2VI50S5I8,23978439,2019-08-23T23:39:42.000Z,0,0,0,0,1165039320891310087,1090014501607489536
1165044934484922369,@anajuliasilo 🤩👊,23978439,2019-08-23T23:35:32.000Z,0,0,3,0,1165038050231181315,944638668001763328
1165044474969493504,@Nick_Biank Universidade pública e de qualidade 👊😉,23978439,2019-08-23T23:33:42.000Z,0,2,25,0,1165039320891310087,930227948761899011
1165017405766164481,"RT @curitibagazeta: JÁ DECIDIU O QUE VAI TENTAR NO VESTIBULAR?

Feira de cursos e profissões da UFPR abre ao público neste fim de semana

h…",23978439,2019-08-23T21:46:09.000Z,4,0,0,0,1165017405766164481,
1164993659076521986,@_asylas Sim! A companhia de teatro PalavrAção.,23978439,2019-08-23T20:11:47.000Z,0,1,4,0,1164990879079309313,3408617819
1164943122423586821,"Grupo viaja cerca de nove horas para conhecer a Feira de Cursos e Profissões
https://t.co/okp4M5Yjem",23978439,2019-08-23T16:50:58.000Z,1,0,9,0,1164943122423586821,
1164884973062635523,"RT @loowrs: a UFPR não é só uma Universidade, é A Universidade. 
Eu amo isso, meu Deus!!!! https://t.co/Usx0erT0md",23978439,2019-08-23T12:59:54.000Z,5,0,0,0,1164884973062635523,
1164884935515283457,@etoilematinn Aaaaaaaaa 🤩,23978439,2019-08-23T12:59:45.000Z,0,0,1,0,1164884794087497728,895088193032376321
1164868856210436097,RT @BCojola: feliz demais indo pra feira da ufpr,23978439,2019-08-23T11:55:52.000Z,1,0,0,0,1164868856210436097,
1164696667658080256,"@poliduda01 Procura ele aqui, no Spotted da Feira, não desista 🙃 
https://t.co/qh5WmUO3Cj",23978439,2019-08-23T00:31:39.000Z,0,1,2,0,1164687277047590915,1150567564579397632
1164685470648938496,"Mais de dez mil pessoas participam do primeiro dia da 17ª “UFPR: Cursos e Profissões”
https://t.co/op1tAsOogA",23978439,2019-08-22T23:47:09.000Z,2,1,29,2,1164685470648938496,
1164675146239623170,RT @Woolff92: Fui na feira de cursos e profissões da federal hj e sai de lá com um grande objetivo e me apaixonei 63828191616 vezes pq lá s…,23978439,2019-08-22T23:06:08.000Z,5,0,0,0,1164675146239623170,
1164632825422893061,RT @Maaaaaaagnus: O aluno da UFPR quando chega a feira de profissão só quer saber de uma coisa https://t.co/n3kIQ6C4dd,23978439,2019-08-22T20:17:58.000Z,10,0,0,0,1164632825422893061,
1164574739702136833,RT @rpcparana: UFPR oferece aulas de dança de graça para a comunidade #MeioDiaPR https://t.co/jaJa658W2N,23978439,2019-08-22T16:27:09.000Z,5,0,0,0,1164574739702136833,
1164573355858636801,@rainbowhstyles_ Só vem 😘👊,23978439,2019-08-22T16:21:39.000Z,1,1,2,0,1164558280099794945,2981511389
1164562234305130496,"@opssdry Procura ele aqui, miga, no Spotted da Feira https://t.co/RyxWMGQlVN",23978439,2019-08-22T15:37:27.000Z,0,1,13,1,1164551981660332033,394974280
1164561951336386562,"@rainbowhstyles_ Procura ele aqui, no Spotted da Feira de Cursos e Profissões 🥰 
https://t.co/RyxWMGQlVN",23978439,2019-08-22T15:36:20.000Z,0,1,5,1,1164558280099794945,2981511389
1164334766474301440,"@Cah_Adriane Poxa, miga 😢",23978439,2019-08-22T00:33:35.000Z,0,0,0,0,1164334652699660289,292998160
1164332698455945216,@dstorm__ Bú 👻,23978439,2019-08-22T00:25:22.000Z,1,0,15,0,1164313304149516288,549667336
1164332552221597696,RT @Maaaaaaagnus: Tartarugas que foram cuidadas pelo centro de reabilitação da UFPR e voltaram para o mar hoje para alegrar o seu dia e não…,23978439,2019-08-22T00:24:47.000Z,33,0,0,0,1164332552221597696,
1164277003501101057,UFPR abre Feira de Cursos e Profissões nesta quinta (22); programação segue até domingo (25) https://t.co/RykojHoJ8z,23978439,2019-08-21T20:44:03.000Z,5,0,15,2,1164277003501101057,
1164254180657303552,Cursos de Tecnologia em Comunicação Institucional e Artes Visuais são avaliados com nota máxima pelo MEC https://t.co/AisL1onTbJ,23978439,2019-08-21T19:13:22.000Z,0,0,10,1,1164254180657303552,
1164235962676862976,Cientistas da UFPR contribuem com a organização da biodiversidade das moscas e mosquitos https://t.co/2iU9gTN2FG,23978439,2019-08-21T18:00:58.000Z,1,0,23,0,1164235962676862976,
1164229610105651200,UFPR promove seminário de prevenção ao suicídio https://t.co/d03poE2voH,23978439,2019-08-21T17:35:44.000Z,6,0,37,1,1164229610105651200,
1164206430091710464,"RT @SBPCnet: 700 MIL ASSINATURAS EM DEFESA DO CNPq!

Assine e compartilhe! #SomosTodosCNPq https://t.co/lWIrPYOj1D https://t.co/iF6sWaM2la",23978439,2019-08-21T16:03:37.000Z,98,0,0,0,1164206430091710464,
1164204785245048832,"RT @NMesadri: Queria estar na minha cama, mas prefiro estudar pra passar na UFPR",23978439,2019-08-21T15:57:05.000Z,13,0,0,0,1164204785245048832,
1164195752383582213,"RT @Bortoloide: A @UFPR  sabe que vida de universitário é complicada, e disponibilizou uma roda de conversa com o psicólogo sexta pra conve…",23978439,2019-08-21T15:21:11.000Z,3,0,0,0,1164195752383582213,
1163999429994655745,RT @qsedaane: só eu que sinto vontade de abraçar o reitor da @UFPR ?,23978439,2019-08-21T02:21:04.000Z,4,0,0,0,1163999429994655745,
1163921950722416640,"UFPR realiza 1º Festival de Ciência, Cultura e Inovação com atividades gratuitas e abertas ao público em setembro https://t.co/BceHIIBUKZ",23978439,2019-08-20T21:13:12.000Z,7,1,25,0,1163921950722416640,
1163911515218567168,UFPR busca solução para tratamento de novos contaminantes das águas https://t.co/jzW5eoZkeF,23978439,2019-08-20T20:31:44.000Z,1,0,15,1,1163911515218567168,
1163892786640220160,Pós-Graduação em Engenharia de Alimentos abre vaga para doutorado com bolsa https://t.co/6MJbjcfYNt,23978439,2019-08-20T19:17:19.000Z,1,0,4,0,1163892786640220160,
1163888228107030528,UFPR assina convênio para pesquisa sobre cosméticos junto ao grupo Boticário https://t.co/mKnYRVvde4,23978439,2019-08-20T18:59:12.000Z,1,0,18,0,1163888228107030528,
1163886722846822400,UFPR é a única paranaense entre as melhores universidades do mundo de acordo com ranking acadêmico ARWU https://t.co/nk1DnOWpct,23978439,2019-08-20T18:53:13.000Z,14,0,95,4,1163886722846822400,
1163879168590770176,Agência UFPR Internacional seleciona estudantes de graduação para intercâmbio https://t.co/n5ZqBImme8,23978439,2019-08-20T18:23:12.000Z,2,0,14,0,1163879168590770176,
1162731363109429249,"“Não existe desenvolvimento no país sem ciência”, dizem reitores da UFPR e da UFPEL em disciplina transversal
https://t.co/Aapfe2MCo3",23978439,2019-08-17T14:22:14.000Z,3,0,51,1,1162731363109429249,
1162397432552001541,“UFPR: Cursos e Profissões” recebe inscrições de escolas até segunda (19); evento começa na quinta-feira (22) https://t.co/vrWRwO5kVa,23978439,2019-08-16T16:15:18.000Z,2,0,15,0,1162397432552001541,
1162169285676077057,@heloomolina Respondida ❤,23978439,2019-08-16T01:08:44.000Z,0,1,1,0,1162153216714432513,716821184583696384
1162167933986050050,"@heloomolina O que houve, bb?",23978439,2019-08-16T01:03:22.000Z,0,1,3,0,1162153216714432513,716821184583696384
1162167881431441410,@Erin_Paixao ❤,23978439,2019-08-16T01:03:09.000Z,0,0,0,0,1162159598071099393,85404555
1162152308614094850,"@IngridiGonalve1 Se inscrever, sim.",23978439,2019-08-16T00:01:16.000Z,0,2,23,0,1162114009451114522,1090592294858838016
1162152219522871296,"@moonyan27 Obrigada, pai!! 🥰",23978439,2019-08-16T00:00:55.000Z,1,0,6,0,1162114783799324677,4718596085
1162077924511498240,@mtraxsad É assim que se fala 😎,23978439,2019-08-15T19:05:42.000Z,0,1,6,0,1162034773419855875,4740134777
1161420414805041152,RT @talesdajonia: Se tem um orgulho que trago comigo como professor esse ano é ter aberto as portas da escola onde trabalho para pesquisado…,23978439,2019-08-13T23:32:59.000Z,3,0,0,0,1161420414805041152,
1161362405101903872,Vestibular Letras Libras 2019/2020 abre inscrições em 12/8 para 36 vagas; confira o edital e o Guia do Candidato https://t.co/zrs0Yibm4T,23978439,2019-08-13T19:42:29.000Z,2,3,10,0,1161362405101903872,
1161336525000458240,"@Igor_Chermack JANTAR - 13/08
Acelga e cenoura cozida
Estrogonofe de frango 
Batata chips
Opção vegana: estrogonofe de grão-de-bico",23978439,2019-08-13T17:59:38.000Z,2,3,81,19,1161267542725468161,1421495479
1161330670704238593,CFO 2020: concurso público para cadetes da Polícia Militar do Paraná recebe inscrições para 110 vagas https://t.co/ICiNHY5OfZ,23978439,2019-08-13T17:36:23.000Z,2,0,9,0,1161330670704238593,
1161089114378244100,Agora sim!! Formulário de inscrição do vestibular já está no ar https://t.co/rct2JOGLvv https://t.co/UtFSjK1wun,23978439,2019-08-13T01:36:31.000Z,37,15,187,35,1161089114378244100,
1160986317490200577,@larriewoman https://t.co/Dq6ptkHPtY,23978439,2019-08-12T18:48:02.000Z,0,1,6,1,1160978474871513088,821823530304204800
1160985212467273730,"""UFPR, não consegui fazer minha inscrição do vestibular! Socorro"". Calma, jovem, o formulário ainda não foi publicado pelo NC. Isso deve acontecer por volta das 17h ;)",23978439,2019-08-12T18:43:39.000Z,26,36,322,43,1160985212467273730,
1160983952783478785,Pesquisas da UFPR podem resultar em novas vacinas e kits diagnósticos para doenças https://t.co/tRIsAV7EYO,23978439,2019-08-12T18:38:39.000Z,3,0,25,0,1160983952783478785,
1160980408533737472,UFPR integra Plano Nacional para Conservação de Cetáceos Marinhos Ameaçados de Extinção https://t.co/IEcHh0A8GX,23978439,2019-08-12T18:24:34.000Z,4,0,23,0,1160980408533737472,
1160968811862024192,"@laopaluna Sim! Após as 16h, bb ;)",23978439,2019-08-12T17:38:29.000Z,0,4,13,0,1160968388119879680,1159792991877439489
1160915735163613185,"@nathcmnds Espera sim. Vai na feira de profissões, de 22 a 25, e aí  decide seu curso 😉",23978439,2019-08-12T14:07:34.000Z,2,0,9,0,1160914061078355969,1146643982
1160695580231966722,"RT @monymagalhaes12: eh real, a partir de manhã eu entro em desespero novamente
motivo: início das inscrições UFPR 2019/2020",23978439,2019-08-11T23:32:45.000Z,36,0,0,0,1160695580231966722,
1160653122370449410,"RT @fcccuritiba: Vestibulandos, ATENÇÃO‼

O #ClubedeLeituradoVestibulando 📖 discute livros sugeridos para o vestibular da @UFPR. Os encontr…",23978439,2019-08-11T20:44:02.000Z,9,0,0,0,1160653122370449410,
1160231223144407040,RT @emirsader: Extraordinária a quantidade de ótimas iniciativas públicas da UFPR. Um orgulho de universidade pública.,23978439,2019-08-10T16:47:34.000Z,17,0,0,0,1160231223144407040,
1160230192276750338,"@giuliammaia @ricardo_marcelo O amor é recíproco, bb 😘",23978439,2019-08-10T16:43:28.000Z,0,0,6,0,1159928589183324160,906381180823535616
1160229127913447424,"@giuliammaia Tá entendendo, @ricardo_marcelo?! 😜",23978439,2019-08-10T16:39:14.000Z,0,1,11,1,1159928589183324160,906381180823535616
1160215323343314950,@ZirhutGustavo Obrigada! Sugestão repassada à equipe de jornalismo 😉,23978439,2019-08-10T15:44:23.000Z,0,0,2,1,1160207752033161216,1127026472231800832
1160211766045024256,@ZirhutGustavo Tem o contato dela?,23978439,2019-08-10T15:30:15.000Z,0,1,6,0,1160207752033161216,1127026472231800832
1159940237977686016,Núcleo de Concursos publica o Guia do Candidato do Vestibular UFPR 2019/2020 https://t.co/JOLHzahx5t,23978439,2019-08-09T21:31:18.000Z,8,2,33,1,1159940237977686016,
1159912059171155969,Auxílios para estudantes estimulam permanência na UFPR https://t.co/18ZD89BW5R,23978439,2019-08-09T19:39:19.000Z,4,0,19,1,1159912059171155969,
1159890397394432000,"“UFPR: Cursos e Profissões” nos Campi Avançados apresenta 14 graduações ofertadas em Jandaia, Palotina e Toledo https://t.co/VkxpuJZq6l",23978439,2019-08-09T18:13:15.000Z,2,0,6,0,1159890397394432000,
1159649793108525057,@d_carvalho__ 🤔,23978439,2019-08-09T02:17:10.000Z,0,0,5,0,1159636042946887682,220160347
1159530218916392964,"UFPR divulga edital do Provar para mudança de turno, habilitação ou campus https://t.co/HsKoJaDt3A",23978439,2019-08-08T18:22:01.000Z,1,0,8,0,1159530218916392964,
1159519068703088642,"RT @mvalerio1981: Feira de Cursos da @ufpr Jandaia do Sul. 
A juventude quer ensino superior público, gratuito e de qualidade. https://t.co…",23978439,2019-08-08T17:37:43.000Z,3,0,0,0,1159519068703088642,
1159516339461120001,Celin abre inscrições para curso de redação em língua portuguesa https://t.co/kGXSZm8aEA,23978439,2019-08-08T17:26:52.000Z,5,0,15,0,1159516339461120001,
1159507506139455488,Professor da UFPR participa de debate mundial sobre água a convite da Unesco https://t.co/5azh7icBYo,23978439,2019-08-08T16:51:46.000Z,2,0,29,2,1159507506139455488,
1159473651009359872,"RT @RadioNacionalBR: Método para evitar que doença de #Chagas seja transmitida pelo açaí
 e de fácil acesso a produtores é desenvolvia pela…",23978439,2019-08-08T14:37:15.000Z,10,0,0,0,1159473651009359872,
1159123681064472577,"RT @ricardo_marcelo: Minha análise preliminar sobre o projeto FUTURE-SE:
https://t.co/XivMoMMcci",23978439,2019-08-07T15:26:35.000Z,16,0,0,0,1159123681064472577,
1159123578450849795,"UFPR está entre as instituições que mais produzem ciência sobre grafeno no Brasil
https://t.co/QUBz8Bn8G8",23978439,2019-08-07T15:26:11.000Z,10,0,62,0,1159123578450849795,
1158809035845636098,RT @colaboraprojeto: @MEC_Comunicacao @unila @ifsc @ufvbr @ufesoficial @UFPR @unifesp @ufba @ufac_oficial @UFMAoficial @UFSC @fiocruz @UFPA…,23978439,2019-08-06T18:36:18.000Z,6,0,0,0,1158809035845636098,
1158491512742789121,"RT @bastos_mp: Agora sim, oficialmente uma aluna da UFPR. 🤗 Primeiro dia; os veteranos uns amores, comida do ru uma delícia, professores le…",23978439,2019-08-05T21:34:35.000Z,2,0,0,0,1158491512742789121,
1158462064421031936,"RT @colaboraprojeto: Pesquisadores da @UFPR desenvolveram uma forma de transformar amianto, considerado um resíduo perigoso, em fertilizant…",23978439,2019-08-05T19:37:33.000Z,5,0,0,0,1158462064421031936,
1158459784821186566,UFPR oferece programa sustentável para o controle de carrapato em bovinos https://t.co/WJtJfnVLbd,23978439,2019-08-05T19:28:30.000Z,0,0,13,0,1158459784821186566,
1158416714146754562,Sistema de Bibliotecas da UFPR lança aplicativo para celular https://t.co/Htxh2xwmYQ,23978439,2019-08-05T16:37:21.000Z,6,1,44,4,1158416714146754562,
1158173943209058304,"RT @MatheusMollina: Definindo os alarmes... 
TA FELIZ @UFPR ?",23978439,2019-08-05T00:32:40.000Z,41,0,0,0,1158173943209058304,
1158173471484129280,@MatheusMollina Muito 🙃,23978439,2019-08-05T00:30:48.000Z,4,0,77,1,1158148680052092928,221336950
1157665223148560384,"RT @andrebmariano: Conheça o NPDEAS, grupo de pesquisa da @UFPR, que desenvolve aplicações em escala de engenharia a partir do uso de micro…",23978439,2019-08-03T14:51:12.000Z,7,0,0,0,1157665223148560384,
1157439112519008256,"RT @buckysironheart: @UFPR sua linda, RT por gentileza? Curso gratuito pra comunidade UFPR  ❤️ https://t.co/91c9K2bHHz",23978439,2019-08-02T23:52:43.000Z,10,0,0,0,1157439112519008256,
1157392387108483074,"RT @colaboraprojeto: Método desenvolvido pela @ufpa_oficial e pela @UFPR utiliza genética e é bem mais rápido do que o convencional

https:…",23978439,2019-08-02T20:47:03.000Z,5,0,0,0,1157392387108483074,
1157391833909157888,"@is4souz4 Tem que ler, bb",23978439,2019-08-02T20:44:51.000Z,0,0,67,1,1157362511001391104,965382279680929793
1157391374188199937,"RT @usina_itaipu: Depois de uma cirurgia de mais de quatro horas, passa bem a onça-parda que foi atropelada e levada em estado grave ao Ref…",23978439,2019-08-02T20:43:01.000Z,9,0,0,0,1157391374188199937,
1156989052786266112,"Acompanhe AO VIVO a consulta pública promovida pela Universidade Federal do Paraná sobre o ""Future-se"" https://t.co/AcCAVRuWHZ",23978439,2019-08-01T18:04:20.000Z,12,0,5,0,1156989052786266112,
1156729560098070529,@Fernandwood Um dia será 😉,23978439,2019-08-01T00:53:12.000Z,0,0,2,0,1156726302642253831,1054165144912171008
1156729307861069827,@eumesmvictoria Vc vai passar sim ❤😉,23978439,2019-08-01T00:52:12.000Z,0,1,4,0,1156726302642253831,317411708
1156726302642253831,https://t.co/fcBCEVbJP1,23978439,2019-08-01T00:40:16.000Z,127,6,458,45,1156726302642253831,
1156372684349018112,🤔 https://t.co/VCMGrgzq2e,23978439,2019-07-31T01:15:06.000Z,30,29,375,9,1156372684349018112,
1156337891934691329,@lexarrke Por que não?,23978439,2019-07-30T22:56:51.000Z,0,1,30,0,1156316789858537474,1009934281
1156284100073992196,"RT @Andifes: “Sobre o Future-se, há muito a debater, muito a esclarecer. Como é de nossa tradição, não apreciaremos de forma açodada propos…",23978439,2019-07-30T19:23:06.000Z,6,0,0,0,1156284100073992196,
1156045216698261504,@newdwnfades Não abriu ainda. Só dia 12 de agosto 😉,23978439,2019-07-30T03:33:52.000Z,1,2,33,0,1156043352095285249,1123621604
1156044756050485248,@namwtko ❤,23978439,2019-07-30T03:32:02.000Z,0,0,3,0,1156043892258680833,1093132190492303360
1156013778896429058,Laboratório de informática recruta participantes para investigar o uso de traços oculares como biometria https://t.co/CMbrhBrQlS,23978439,2019-07-30T01:28:57.000Z,2,0,12,0,1156013778896429058,
1156002658286624769,"@leticiaprestesr Não rola, miga. De nada.",23978439,2019-07-30T00:44:45.000Z,0,0,7,0,1155997556813381632,881627984096088065
1155937154809262080,UFPR promove discussão pública sobre Programa FUTURE-SE no dia 1 de agosto no Politécnico https://t.co/SBA9cTpMS0,23978439,2019-07-29T20:24:28.000Z,12,0,35,0,1155937154809262080,
1155897155237945345,RT @fairybru: semana que vem viro calourinha ufpr é reaaaaaaal ❤️❤️❤️❤️,23978439,2019-07-29T17:45:31.000Z,6,0,0,0,1155897155237945345,
1155896619860148225,@Gabiszmp Meu nome é UFPR e sobrenome SEMPRE PRONTA.,23978439,2019-07-29T17:43:24.000Z,3,3,92,0,1155672271165493248,1115808114815770627
1154877149226196992,NC lança edital do vestibular 2019/2020 – inscrições começam em 12 de agosto https://t.co/uIctPqvwuo,23978439,2019-07-26T22:12:23.000Z,6,4,51,6,1154877149226196992,
1154844536000176135,"Seminário discute tráfico humano e trabalho escravo; inscreva-se
https://t.co/bTsztzhkzw",23978439,2019-07-26T20:02:48.000Z,3,0,13,0,1154844536000176135,
1154826143880634368,"RT @Andifes: A Andifes elegeu a nova diretoria executiva, composta pelos reitores João Carlos Salles (UFBA), presidente; Edward Madureira (…",23978439,2019-07-26T18:49:42.000Z,8,0,0,0,1154826143880634368,
1154777773539516416,@talesdajonia 👏👏👊,23978439,2019-07-26T15:37:30.000Z,0,0,2,0,1154774870431064064,3150492673
1154774870431064064,Projeto Passaporte UFPR leva universidade até escola pública https://t.co/isADgNrNll,23978439,2019-07-26T15:25:58.000Z,3,1,21,0,1154774870431064064,
1154416165390884864,@anaweissheimer É um sinal hein 😉,23978439,2019-07-25T15:40:36.000Z,1,1,5,0,1154357643739324416,1393120052
