id,author_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,text,created_at,in_reply_to_user_id
1339064270613598208,969617290433040384,0,0,0,0,1339022882962370560,@ins4naa @UFPR La no portal do candidato,2020-12-16T04:26:15.000Z,2239209690
1339057703193366528,61670802,0,0,3,0,1339057703193366528,"Fico muito feliz em ver as imagens da recondução do prof. @ricardo_marcelo e da Graciela à reitoria da @UFPR ! Ainda hoje a aprovação #Fundeb no Senado. Passos que seriam triviais outrora, viram vitórias à educação pública em tempos de exceção. https://t.co/dsNwhgs8k8",2020-12-16T04:00:09.000Z,
1339054726952914944,2239209690,0,1,1,0,1339022882962370560,@thatsisacanton @UFPR Amg scr onde olha isso q eu nem vi o meu ainda,2020-12-16T03:48:19.000Z,969617290433040384
1339050749242773504,1228454653165219840,0,0,2,0,1339050749242773504,Parabéns pra minha nova casa! ❤ @UFPR tu é MUITO especial!!! https://t.co/3iQnGQ2RTV,2020-12-16T03:32:31.000Z,
1339039270695301123,1338941552668897283,0,0,2,0,1339038658159108100,"@amenda_leao @UFPR Os Pedros apóiam a criação de todas as federações de pessoas com mesmo nome que atuem no mesmo local. Esperamos servir de exemplo.
#PedrosUnidos",2020-12-16T02:46:54.000Z,54328892
1339030541815975936,1184429527004565510,0,0,2,0,1339030541815975936,Aii a @UFPR tem o melhor reitor de todos AAAAAA ele é tão fofo,2020-12-16T02:12:13.000Z,
1339027434537177092,1060330979863261186,3,0,44,1,1339027434537177092,"Em uma linda cerimônia on-line, na noite de hoje, nossa  @UFPR comemorou 108 anos.

Vida longa à mais antiga universidade brasileira! 

#ufpr #governodoparaná             https://t.co/E7iZsQvPVM",2020-12-16T01:59:52.000Z,
1339022882962370560,969617290433040384,0,1,8,0,1339022882962370560,Alo @UFPR bora confirmar o pagamento da minha inscrição do Vestibular?? Faz 1 semana ja e ta dando como nao pago 🤡,2020-12-16T01:41:47.000Z,
1339011962085257216,1154411423365308416,0,0,0,0,1339011962085257216,@UFPR vai anotando aí e se lembre de tudo isso na hora de destinar as vagas! https://t.co/v8F4MriSak,2020-12-16T00:58:24.000Z,23978439
1338997298991419394,1251972106335764487,1,2,7,3,1338997298991419394,"✨🏛️ Feliz 108 anos, #UFPR! 

E é com o aniversário da Universidade Federal do Paraná que o https://t.co/xFqmw9rbq6 começa a sua história pelo fortalecimento da cultura científica no Brasil 

 Participe dela 🤝 https://t.co/5djDXfaB8P",2020-12-16T00:00:08.000Z,
1338989746668888067,50405091,0,0,0,0,1338989746668888067,E nessa semana também acontece o I Seminario de Tese no Programa de Pós-graduação em Comunicação da @UFPR Confere aí a agenda ☺️ https://t.co/dSShN9nCRm https://t.co/FX1Z4Fl23M,2020-12-15T23:30:07.000Z,
1338988942792790017,518116855,0,0,0,0,1338988942792790017,"Primeira vez em 2 anos de curso que alemão veio falar de uma atividade dele na facul pra mim e agora o cara ta me fazendo um quiz de nutrição pra gurizada, que modelo @UFPR?",2020-12-15T23:26:55.000Z,
1338983115650437121,125743054,2,0,48,2,1338983115650437121,Cerimônia virtual de comemoração dos 108 anos da @UFPR e recondução do Prof. @ricardo_marcelo ao cargo de Reitor. https://t.co/3LCU3OZCTV,2020-12-15T23:03:46.000Z,
1338981450813726727,33642328,2,1,55,0,1338981450813726727,"108 anos @UFPR 
Sessão virtual comemorativa e posse do Reitor @ricardo_marcelo 
Em respeito à pesquisa, ensino, tradição, ciência d nossa instituição de ensino superior + antiga do Brasil, fundada no mesmo dia da emancipação política Paraná, em 19.12.1912! #paraná  🇧🇷#educação https://t.co/hfn1BjmbZE",2020-12-15T22:57:09.000Z,
1338976381229821953,706191250127511552,0,0,2,0,1338976381229821953,https://t.co/995DDrz0Ul… aniversario desse lugar maravilhoso que trabalho &lt;3 #ufpr108anos @UFPR,2020-12-15T22:37:00.000Z,
1338972122585178116,93330115,0,1,8,1,1338972122585178116,Acabou de ir para o ar - e está lindo - o novo portal de Divulgação Científica da @ufpr: o @cienciaufpr!,2020-12-15T22:20:05.000Z,
1338971125666230273,794040542,0,0,0,0,1338971121920708609,"Por essa razão, dedicamos esse post de agradecimento a todos os colaboradores dessa empresa, tão especial para todos nós! 🤩

Ideias que nos movem!

#ideiasquenosmovem #tedxufpr #tedxufpr2020 #ufpr #ted #tedx",2020-12-15T22:16:07.000Z,794040542
1338967346891943936,1219990315374989315,1,0,2,0,1338967346891943936,"Na Pós em Engenharia Industrial 4.0, o TCC inicia no 1º dia de aula 😉

Conheça mais sobre o TCC Inovação e vamos juntos nessa acelerar esse Brasil: https://t.co/UvFVcYdgNv 🚀

#UFPR #InSTA #Pós #Especialização #PósGraduação #TCC https://t.co/vBXwWGkqBI",2020-12-15T22:01:06.000Z,
1338928782107955201,2161477856,0,0,3,0,1338928782107955201,"Welcome to @RoySocChem journals Editorial board, the @sbquimica president to be Prof Shirley Nakagaki from UFPR-BRA @UFPR; Prof Weldell from UFG @wendellcoltro and Prof Merino from Cinestav-MX @theochemmerida. Good science done here deserves recognition. Parabéns !!! https://t.co/0Lee7R8qqb https://t.co/ZA5QKvuivT",2020-12-15T19:27:52.000Z,
1338924194646650882,85706146,0,0,1,0,1338924194646650882,Eu passo no Mestrado de Ciência Política @cpolitica_ufpr  da @UFPR mas não passo na prova de reciclagem do @DetranPR https://t.co/xBdVsoi7Zq,2020-12-15T19:09:38.000Z,
1338922593429164033,56747956,2,0,3,0,1338922593429164033,A Havaianas vai mesmo desenvolver os chinelinhos pros pinguins da @UFPR 🥺🥺😍😍😍,2020-12-15T19:03:16.000Z,
1338922441557598209,149263317,0,0,1,0,1338683825333932033,"@isaakuiawinski @UFPR Obrigaduuu, Isaaaaa, pra ti tbmm 😍😍😍😍😍😍",2020-12-15T19:02:40.000Z,821924262948851714
1338919317832916994,149263317,0,0,0,0,1338683825333932033,"@retrmm @UFPR Muito obrigado, minha paixão ❤️😍😍😍 ❤️❤️😍",2020-12-15T18:50:15.000Z,1230669786201370629
1338919078661140480,149263317,0,0,0,0,1338683825333932033,"@FCdaLeda @UFPR Obrigado, FCdaLedaaaa 😍😍😍",2020-12-15T18:49:18.000Z,4388554936
1338919002517680130,1230669786201370629,0,1,0,0,1338683825333932033,"@LeonardoTisatto @UFPR coisa linda da minha vidaaaaaaaa, feliz aniversario de novo!!! 💖💖💖",2020-12-15T18:49:00.000Z,149263317
1338918960029429761,149263317,0,0,0,0,1338683825333932033,"@brucarlah @UFPR HAAHHAHAAHAH obrigadooo, meu amoor 😍😍😍😍",2020-12-15T18:48:50.000Z,190877665
1338918846938435585,149263317,0,0,1,0,1338683825333932033,"@learaaujo @UFPR Aaaaaaaa, obrigado, Leeee 😍😍 haahhaahhaah simmmm, que Beyoncé te abençoe 🙏🙏",2020-12-15T18:48:23.000Z,1238879822736130054
1338918685034110979,149263317,0,0,1,0,1338683825333932033,"@lari_tissi @UFPR Obrigadooo, lindonaaa, pra nós sempreee 😍😍😍",2020-12-15T18:47:45.000Z,1335351575406129160
1338913845121863688,1334897483642793991,0,0,1,1,1338913845121863688,"É amanhã ‼️  
Serão dois dias de debates sobre divulgação científica nas universidades públicas. Marque na agenda e cola nas nossas redes para assistir!
#ciencia #divulgação #eventos #ufpr #universidade #divulgaçãocientífica #AE #AgenciaEscolaUFPR https://t.co/n2bdFYtXNi",2020-12-15T18:28:31.000Z,
1338899300768735233,4388554936,0,1,1,0,1338683825333932033,@LeonardoTisatto @UFPR parabéns leo!!,2020-12-15T17:30:43.000Z,149263317
1338880103544188929,190877665,0,1,0,0,1338683825333932033,@LeonardoTisatto @UFPR Parabéns!!! https://t.co/6REsmAIUnE,2020-12-15T16:14:26.000Z,149263317
1338870668558036993,1238879822736130054,0,1,1,0,1338683825333932033,"@LeonardoTisatto @UFPR Ahhhh parabéns!!!!!! Tudo de melhor pra vcccc, muita Beyoncé na sua vida!!! Heheh 💗💗🥳🥳",2020-12-15T15:36:57.000Z,149263317
1338870418418098179,1130078438818238466,0,0,8,0,1338870418418098179,"Bom dia, vim lembrar os amiguinhos que sexta-feira, dia 18/12, acaba o prazo de inscrição do vestibular da @UFPR não esqueçam",2020-12-15T15:35:57.000Z,
1338870069691113472,1335351575406129160,0,1,1,0,1338683825333932033,"@LeonardoTisatto @UFPR Parabéns, lindooooo! Tudo de melhor pra ti 💚🎉🎊",2020-12-15T15:34:34.000Z,149263317
1338866068626935813,149263317,0,0,1,0,1338683825333932033,"@eduardo_mocelin @UFPR OBRIGADO, LINDÃOO, PRA TI TBM 😘💕😍❤️😘😍💕❤️",2020-12-15T15:18:40.000Z,358506450
1338865223713734657,358506450,0,1,1,0,1338683825333932033,"@LeonardoTisatto @UFPR PARABENSSSS ANJINHO, TUDO DE MELHOR PRA TI 💓💓💓🥳🥳🥳",2020-12-15T15:15:18.000Z,149263317
1338863260804685827,350287773,0,0,0,0,1338821931701837825,@joaotoledx @UFPR @UFPR  !!!!!,2020-12-15T15:07:30.000Z,814618324403363840
1338862262421835778,149263317,0,0,1,0,1338683825333932033,"@miekomiamoto @UFPR Obrigadooo, sua linda, igualmente ❤️❤️❤️❤️",2020-12-15T15:03:32.000Z,933905535749054465
1338862174949675009,149263317,0,0,0,0,1338683825333932033,"@UranoWill @UFPR OBRIGADOOO, WILL 😍😍😍",2020-12-15T15:03:12.000Z,1193603337758920704
1338862038496342019,149263317,0,0,2,0,1338683825333932033,"@UFPR OPA, houve um equivico. Mas fica o parabéns adiantado então hihihih
MUITO OBRIGADO, LINDEZAAA, AAAAA VO CHORA 😭❤️❤️❤️❤️❤️",2020-12-15T15:02:39.000Z,23978439
1338861914714042379,1219990315374989315,0,0,2,1,1338861914714042379,"Abertas as inscrições para a Pós em Agronegócio Digital 4.0 💡

👉🏼 Início: 06 de março de 2021

💬 Clique e fale com a Coordenação: https://t.co/AUAcA57FwV

🚜Saiba mais: https://t.co/F1kJAkywV8

#UFPR #InSTA #Pós #Especialização #PósGraduação #Agronegócio https://t.co/8rUIvRrpNz",2020-12-15T15:02:09.000Z,
1338861658785992708,149263317,0,0,1,0,1338683825333932033,@elisaaimees @UFPR Muito obrigadooooo ❤️😍❤️💕💕😍❤️💕❤️,2020-12-15T15:01:08.000Z,1238890617716998147
1338861591542943747,149263317,0,0,1,0,1338683825333932033,"@itsuandrade @UFPR OBRIGADOOO, MOZIIIIIIIIII AAAAAAAAAA ❤️😍❤️😍😍❤️😍❤️😍❤️😍",2020-12-15T15:00:52.000Z,780226253500669952
1338861334146867211,149263317,0,0,1,0,1338683825333932033,"@gi_gugelmin @UFPR OBRIGADOOO, GOSTOSAAAA",2020-12-15T14:59:51.000Z,2306707156
1338861271559458822,149263317,0,0,1,0,1338683825333932033,"@saretyyy @UFPR AAAAAA OBRIGADOOO, BB ❤️😍❤️😍❤️❤️",2020-12-15T14:59:36.000Z,974479593162838016
1338861182606737411,149263317,0,0,1,0,1338683825333932033,"@crisf_m @UFPR OBRIGADOOO, MOZAAOO, TE AMOOO SUA GOSTOSAAAA 😍😍😍",2020-12-15T14:59:15.000Z,2906913171
1338861026670874626,149263317,0,0,1,0,1338683825333932033,"@giubowens @UFPR Obrigadooo, Giuuu",2020-12-15T14:58:38.000Z,1157419197246447618
1338860951643156483,149263317,0,0,0,0,1338683825333932033,"@juliane_brittt @UFPR OBRIGADOOO, SUA LINDAA, TE AMOOO MUITOOO ❤️❤️😍",2020-12-15T14:58:20.000Z,1255631255158341632
1338860850174562309,149263317,0,0,0,0,1338683825333932033,@abrendami @UFPR OBRIGADOOOO 😍😍😍 https://t.co/oXhqGXHOhC,2020-12-15T14:57:56.000Z,4532999608
1338860658209669121,149263317,0,0,0,0,1338683825333932033,"@LiahAira @UFPR Muito obrigadooo, babyyy ❤️❤️❤️",2020-12-15T14:57:10.000Z,1021421767959678976
1338860588332544001,149263317,0,0,1,0,1338683825333932033,"@misampaio_ @UFPR Obrigadoo, LINDEZAAA 😍❤️",2020-12-15T14:56:53.000Z,41859413
1338860485920231432,149263317,0,0,1,0,1338683825333932033,"@Leda_Lopes_ @UFPR OBRIGADO, MEU AMOOOR ❤️",2020-12-15T14:56:29.000Z,1100389789017272320
1338857987285286912,933905535749054465,0,1,1,0,1338683825333932033,"@LeonardoTisatto @UFPR Parabénssss, felicidades 🎊🎉🥳🎊🎉🎊",2020-12-15T14:46:33.000Z,149263317
1338853407583469569,814618324403363840,0,0,0,0,1338821931701837825,"@philippi_de @UFPR isso que me deixa mais possesso, eu mandar toda a documentação comprovando e simplemente decidirem ""esse aqui não precisa"" e agr não ter pra onde correr",2020-12-15T14:28:21.000Z,1149513450600579073
1338852808439734274,992887765326024704,0,0,0,0,1329705829461843968,@debora_goedert @UFPR Thank you Débora!! ❤️,2020-12-15T14:25:58.000Z,127624694
1338852086897754112,1149513450600579073,0,1,0,0,1338821931701837825,@joaotoledx @UFPR Mano eu também precisava demais disso e eles negaram MESMO com toda documentação. Tive que ir atrás do meu pai e isso é a pior coisa que pode acontecer comigo... Mas conheço outras pessoas que também não vão fazer pq foi negado sem motivo e não tem como pagar @UFPR,2020-12-15T14:23:06.000Z,814618324403363840
1338849352702455810,1293715256859078657,0,1,0,0,1338849352702455810,oi @ufpr muda a data desse vestibular pelo amor de deus tem gente que morre aqui no sudeste. https://t.co/eTNfcD5xrs,2020-12-15T14:12:14.000Z,
1338845222487404546,40006201,0,0,0,0,1338845222487404546,#Vestibular em destaque: #Vestibular #UFPR 2020/2021 https://t.co/F3TXLkt6Cs #pr,2020-12-15T13:55:50.000Z,
1338841563326246920,1142169066028904448,0,0,0,0,1338837741661024256,@mvalerio1981 @UFPR compartilhe sim!!! :),2020-12-15T13:41:17.000Z,93330115
1338838277282009088,93330115,0,1,1,0,1338837741661024256,"@DiogoCortiz Aproveitando, hoje a @UFPR vai lançar seu novo porta de DC (Ciência UFPR), nos moldes do Jornal da USP. Vai rolar um texto de um amigo que trabalha com Learning Analytics, com o qual tive oportunidade de contribuir. Vou compartilhar quando estiver no ar!",2020-12-15T13:28:14.000Z,1142169066028904448
1338834236850233345,780226253500669952,0,1,1,0,1338683825333932033,@LeonardoTisatto @UFPR PARABENS MOZINHOOOOOO ❤️❤️❤️🤩😍💎🎉🎊🎈🎂🎈🎊🎉🎁🎁🎇🎆🧨🪁🪁🪁🎷🎺🌌🎠🎡,2020-12-15T13:12:11.000Z,149263317
1338829432266641411,2157618701,0,0,0,0,1338821931701837825,@joaotoledx @UFPR corre aqui @ufpr,2020-12-15T12:53:05.000Z,814618324403363840
1338827680456826884,350287773,0,0,6,0,1338827680456826884,"2/3 pessoa que eu conheço que não vai fazer o vestibular da federal pq não conseguiram isenção, enquanto gente que não precisa conseguiu... @UFPR https://t.co/PRuVKRg4lV",2020-12-15T12:46:07.000Z,
1338821931701837825,814618324403363840,0,4,9,1,1338821931701837825,deixar de fazer o vestibular da @UFPR pq eles me negaram isenção e eu não tenho como pagar 😍🥺,2020-12-15T12:23:17.000Z,
1338820552442654720,821001145359409152,1,0,46,0,1338820552442654720,"Fiz graduação e mestrado em filosofia na @UFPR e fui professor de sânscrito do CELIM. Saúdo aqui a universidade e o reitor @ricardo_marcelo pela recondução ao cargo. É uma conquista da autonomia universitária, da comunidade acadêmica e da democracia!

https://t.co/Nrb417KTF0",2020-12-15T12:17:48.000Z,
1338816728835485703,2306707156,0,1,1,0,1338683825333932033,@LeonardoTisatto @UFPR PARABENS GOSTOSOOOOOOOO,2020-12-15T12:02:36.000Z,149263317
1338812792078524417,27596259,3,0,16,0,1338812792078524417,"New research from @UFPR sheds light on germination of seeds of Atlantic Forest pleurothallid #orchids, informing efforts to grow plants for reintroduction to the wild https://t.co/IS0jmY57dR https://t.co/a9qdtILEP0",2020-12-15T11:46:58.000Z,
1338806094185971714,974479593162838016,0,1,1,0,1338683825333932033,@LeonardoTisatto @UFPR UHUUUU PARABÉNSSSS ❤️❤️🎂🎂🎂🎁🎁🎊🎊🎊🎊🎉🎉🎉,2020-12-15T11:20:21.000Z,149263317
1338802065703907328,2906913171,0,1,1,0,1338683825333932033,@LeonardoTisatto @UFPR MOZÃO MAIS LIBDO DO MUNDO CARALHO TE AMO FELIZ ANIVERSÁRIO SEU GOSTOSO DA PORRA,2020-12-15T11:04:20.000Z,149263317
1338787855720722433,4532999608,0,1,1,0,1338683825333932033,@LeonardoTisatto @UFPR PARABÉNS!!! 🥳🎉🥰 https://t.co/GKoxPkktLy,2020-12-15T10:07:52.000Z,149263317
1338763501330952193,1021421767959678976,0,1,1,0,1338683825333932033,@LeonardoTisatto @UFPR Parabéns 🥰🎉🎊 https://t.co/h3ebqIZABL,2020-12-15T08:31:06.000Z,149263317
1338687021758509056,1100389789017272320,0,0,1,0,1338683825333932033,@LeonardoTisatto @UFPR @UFPR corre aqui pra dar parabéns pro seu gêmeo de outro ano!,2020-12-15T03:27:12.000Z,149263317
1338686911846772741,1100389789017272320,0,1,1,0,1338683825333932033,@LeonardoTisatto @UFPR PARABÉNS LÉOOOOO! IHUUUUL!,2020-12-15T03:26:46.000Z,149263317
1338683825333932033,149263317,0,24,35,1,1338683825333932033,"JÁ É DIA 15, PARABÉNSSS PRA MIMMM E PRA MINHA UNIVERSIDADE Q AMOOOO @UFPR 😍😍🎀🎉🎈🎀🎉🎂🎈🎊🎊🎉🎁🎈🎂🎂🎈🎉🎀🎀🎊🎁🎂🎈🎈❤️",2020-12-15T03:14:30.000Z,
1338574713510121473,236508151,2,0,16,0,1338574713510121473,"Os deputados @RomanelliPR e @goura_nataraj parabenizaram o reitor da @UFPR, Ricardo Marcelo da Fonseca, pela recondução ao cargo por mais quatro anos.
https://t.co/6AXnA2npPN",2020-12-14T20:00:55.000Z,
1338560370424864769,2709871813,0,0,8,0,1338560370424864769,"Professora da @UFPR e tesoureira da @APUFPR , Denise Maia morre por covid-19

https://t.co/zXifeJHno6",2020-12-14T19:03:56.000Z,
1338556332702576640,1293762747180687360,0,0,0,0,1338556332702576640,"A @UFPR é tão perfeita que tem até um time de jiu jitsu
Me adota sua linda https://t.co/cr09DycndF",2020-12-14T18:47:53.000Z,
1338547870690123782,1145733729702293504,0,0,3,0,1338547854214914048,"Acesse o Site da Disciplina TECS (https://t.co/uf2jAjPAwq) e confira a apostila e o jogo que eles desenvolveram! Vamos ajudar a espalhar conhecimento!

#ecologia #UFPR #divulgaçãocientífica #multidimensionalidade #biodiversidade #ciencia",2020-12-14T18:14:16.000Z,1145733729702293504
1338542549544349696,2280228569,0,0,0,0,1338178476357128193,"@GPSAtleticano @jaasielfelipe @chrisbonilha @UFPR Pior que eu já vi acontecer algo parecido. 

Minha mãe perdeu uma vaga em concurso depois de empatar em tudo, aí entrou a outra pessoa pq era alguns dias mais velho.",2020-12-14T17:53:07.000Z,707004487215538176
1338541825263591431,139558803,0,0,6,0,1338541825263591431,"Eu tenho uma “taxinha” de 150 dólares de tecnologia para pagar esse semestre. É bem baratinho, ainda mais com esse dólar! Nessas horas bate uma saudade da universidade pública e gratuita. A @UFPR nunca me cobrou nada, só R$ 1,30 por refeição (saudades RU), sou só amor pela UFPR!",2020-12-14T17:50:14.000Z,
1338516901232857092,707004487215538176,0,1,1,0,1338178476357128193,@jaasielfelipe @D0UG_Martins @chrisbonilha @UFPR Nossa eu ia ficar mt puto se fosse desclassificado por esse último critério kkkkkk,2020-12-14T16:11:12.000Z,69118842
1338511503654326277,167190766,0,0,3,0,1338508920789282817,@sowilor @UFPR @UFPR   @ricardo_marcelo https://t.co/lqrKF1dlqK,2020-12-14T15:49:45.000Z,774662912187232257
1338505116098449415,1229841805736316929,1,0,6,0,1338505116098449415,"A ciência a partir da epistemologia! Seguindo a série ""A Confiança nas Ciências"", a palestra do TeHCo #IFUSP de hoje conta com a participação dos pesquisadores Eduardo Sales Barra (@UFPR) e Osvaldo Pessoa Jr. (@uspfflch) 📚

► É às 17h via YT: https://t.co/7OwiI6oFLs https://t.co/e39NJVD3TO",2020-12-14T15:24:22.000Z,
1338501662617505793,167190766,0,0,1,0,1338491298064576515,"@sowilor @UFPR A @UFPR gosta só de mostrar a parte bonita 
Pq a realidade eles fazer igual o setor = 🙈🙈🙈",2020-12-14T15:10:39.000Z,774662912187232257
1338495752549642241,167190766,0,0,1,0,1338493764172722176,"@maxadera_McCoy Incrível como tem tanta reclamação do setor da educação da @UFPR  e eles são assim ""🙈🙈🙈🙈🙈""",2020-12-14T14:47:10.000Z,1288840224274034688
1338495298008739840,167190766,0,0,3,0,1338491298064576515,Você quer ser estudante do setor da educação da @UFPR ?? Melhor pensar 2x,2020-12-14T14:45:21.000Z,167190766
1338406914070368256,40006201,0,0,0,0,1338406914070368256,#Vestibular em destaque: #Vestibular #UFPR 2020/2021 https://t.co/F3TXLkt6Cs #pr,2020-12-14T08:54:09.000Z,
1338324979482566656,119107732,0,0,0,0,1338324979482566656,#Currículo de #Estagio em #Curitiba #PR #ufpr #wizard #udemy #excel #cv #oportunidade #trabalho #recolocação #queroemprego #carreira https://t.co/pZmhKVlAca,2020-12-14T03:28:34.000Z,
1338227195651616768,1020385106727440384,1,0,22,0,1338227195651616768,"Cientistas da @UFPR conseguiram usar o próprio processo de evolução das espécies para bloquear o sistema sensorial do mosquito Aedes aegypti, causador da dengue. Saiba mais: https://t.co/l4UjjqYabS https://t.co/cVXCi73NuH",2020-12-13T21:00:01.000Z,
1338214434381172740,69118842,0,0,1,0,1338178476357128193,"@chrisbonilha @D0UG_Martins @UFPR pois é. na prática nem deve acontecer.
é um remédio final pra caso todos os outros filtros sejam insuficientes, e não eliminaria aí a margem pra judicialização.",2020-12-13T20:09:18.000Z,171102051
1338212907478347794,171102051,0,1,1,0,1338178476357128193,@jaasielfelipe @D0UG_Martins @UFPR Que loucura. Mas pra chegar a esse nível de desempate tem que ser iluminado.,2020-12-13T20:03:14.000Z,69118842
1338208869240205312,1139035966813945857,0,0,0,0,1338121763549569025,"@marcellofriko @UFPR Pare de falar asneiras, os atendimentos de emergência são feitos nas UPAs, infelizmente foi ao lugar errado!",2020-12-13T19:47:11.000Z,15236097
1338194221182881798,82723007,0,0,1,0,1338191086892748804,@RichardAlbert @desisalg @UFPR Im in! Thanks!,2020-12-13T18:48:59.000Z,30071952
1338180400921927681,69118842,0,2,3,0,1338178476357128193,"@D0UG_Martins @chrisbonilha @UFPR isso
idade costuma ser o último critério, mas presente em muitos concursos.",2020-12-13T17:54:04.000Z,2280228569
1338179195822870530,2280228569,0,1,4,0,1338178476357128193,"@chrisbonilha @UFPR Acho que a idade é criterio de desempate, então se duas pessoas empataram nos outros criterios e nasceram no mesmo dia, o desempate será pela hora. 
Normalmente o mais velho tem prioridade nesses casos.",2020-12-13T17:49:17.000Z,171102051
1338178476357128193,171102051,1,1,13,1,1338178476357128193,Por qual motivo a hora de nascimento seria critério de desempate no processo seletivo @UFPR? https://t.co/Sqv89TRumU,2020-12-13T17:46:25.000Z,
1338121763549569025,15236097,1,1,2,0,1338121763549569025,"Uma amiga que mora em outro estado, mas que está em Curitiba e com suspeita de COVID vai até o HC da @UFPR, hospital de referência e não é atendida por não ser da cidade. Um hospital, FEDERAL não atende uma paciente que faz parte do SUS! Qual a desculpa? Se não, é xenofobia.",2020-12-13T14:01:04.000Z,
1338106861770432519,931202530893320192,0,0,2,0,1337927178479165440,@marciopie @CNPq_Oficial Retirei a informação com base na série excelência #UFPR https://t.co/bvbdWV80fM mas consultei as bolsas vigentes https://t.co/4OZQzmPnF9 e constam 15 1A na UFPR então 31% no DZoo. Porém nada disso importa... parabéns!,2020-12-13T13:01:51.000Z,112407655
1338097715079737345,931202530893320192,0,1,2,0,1337927178479165440,@marciopie @CNPq_Oficial Legal Márcio! Se não estou enganado são (ou eram) apenas 12 bolsistas 1A na #UFPR com seu ingresso no time 38% deles são do DZoo. Nada mal não é?,2020-12-13T12:25:30.000Z,112407655
1338061099954913281,59955682,2,0,5,0,1338061099954913281,"O Programa de Pós-Graduação em Sociologia da @UFPR e o IFPR realizarão entre 14 a 17 de dezembro quatro mesas-redondas p/ debater os impactos da COVID-19. Entre os temas: urbanização, políticas públicas, educação e novas sociabilidades. No Youtube, às 19h: https://t.co/x4uBLC2xWk https://t.co/uNl3n0kOi7",2020-12-13T10:00:00.000Z,
1338029518720798720,40006201,0,0,0,0,1338029518720798720,#Vestibular em destaque: #Vestibular #UFPR 2020/2021 https://t.co/F3TXLkt6Cs #pr,2020-12-13T07:54:31.000Z,
1337935188601556992,46647084,0,0,2,0,1337163376846364678,@ricardo_marcelo @UFPR Bravo!,2020-12-13T01:39:41.000Z,69392912
1337888646305869826,75544422,0,0,0,0,1336822947907047428,@julianaanzolim @havaianasBR @UFPR Que fofura,2020-12-12T22:34:44.000Z,160307586
1337872434817544192,58538112,0,0,0,0,1337872434817544192,"https://t.co/YjIsmYbJm6
#Curitiba #copel #ufpr #politecnicoufpr #ufpr2020 #paranaenses #energiarenovavel #sustentabilidade #paranáinovador #governodoparana #curitibasualinda #curitibarecomenda #curitibasustentavel #centrodecuritiba #bairrosdecuritiba #curitibando #curitibanices",2020-12-12T21:30:19.000Z,
1337813338609291265,753778083845451776,0,0,1,0,1336822947907047428,"@UFPR @havaianasBR @UFPR @havaianasBR 

@havainasBR, patrocina os chinelinhos, estamos precisando de boas notícias!",2020-12-12T17:35:29.000Z,23978439
1337789435019218952,112786548,1,0,2,0,1337789435019218952,"Serão disponibilizados para a comunidade da UFPR (estudantes, técnicos e docentes) mil testes do tipo RT-PCR, capaz de detectar o material genético do vírus. https://t.co/lAPvAmsjsv

#UFPR #testes #Coronavírus #covid19 #RTPCR #Curitiba #TribunaDoParaná",2020-12-12T16:00:30.000Z,
1337783457074851843,43311665,0,0,1,0,1336719153022050304,@UFPR Maravilha. ❤,2020-12-12T15:36:45.000Z,23978439
1337773071684554753,40006201,0,0,1,0,1337773071684554753,#Vestibular em destaque: #Vestibular #UFPR 2020/2021 https://t.co/F3TXLkt6Cs #pr,2020-12-12T14:55:29.000Z,
1337766040294535168,954366279900594176,2,0,13,0,1337766040294535168,"Pesquisadores da UFPR anunciaram resultados promissores inéditos a uma alternativa na produção do fitormônio citocinina (hormônio do crescimento da planta).
#pesquisa #ufpr #citocinina #hormoniovegetal #agro #agronegocio #conexaoagro
https://t.co/Ti9anHggtS",2020-12-12T14:27:33.000Z,
1337759716307570688,55741651,0,1,5,0,1337759716307570688,Por mais notícias como os pinguins de chinelos 🩴 @UFPR https://t.co/NPR1Gk9Evh,2020-12-12T14:02:25.000Z,
1337730327083708418,358394315,0,0,0,0,1337510712298659840,@luizalafuente @UFPR @MegaCurioso #PinguimDeHavaianas,2020-12-12T12:05:38.000Z,16358333
1337622930008797184,123529687,0,0,0,0,1337622930008797184,Gestão Agro Florestal já saiu! https://t.co/xvfveUCCgB Graças a @UFPR #governofederal,2020-12-12T04:58:53.000Z,
1337610236132200449,139771807,0,0,1,0,1336822947907047428,@havaianasBR @UFPR Ahhh @havaianasBR daí até eu irei dar aula na @UFPR  de chinelos havaianas ❤,2020-12-12T04:08:26.000Z,1921078986
1337584141316075522,30786264,0,0,0,0,1336822947907047428,@UFPR @havaianasBR Aieeeeeeeeee! #Shipo 😍😍,2020-12-12T02:24:45.000Z,23978439
1337583999422750722,1243723704166735872,0,0,1,0,1336822947907047428,@UFPR @havaianasBR Perfeitos demais 🥺,2020-12-12T02:24:11.000Z,23978439
1337546406354149379,40006201,0,0,0,0,1337546406354149379,#Vestibular em destaque: #Vestibular #UFPR 2020/2021 https://t.co/F3TXLkt6Cs #pr,2020-12-11T23:54:48.000Z,
1337543117596225537,1104251694869692416,0,0,1,0,1336822947907047428,@UFPR @havaianasBR EU AMO UMA UNIVERSIDADE!,2020-12-11T23:41:44.000Z,23978439
